"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"912827SZ6","Note","5-Year 2-Month","11/27/1985","12/03/1985","02/15/1991","","No","","","No","9.125%","","$7,500,000,000","No","No","$7,649,471,000"
"912794KT0","Bill","52-Week","11/26/1985","11/29/1985","11/28/1986","","No","","","No","","","$9,000,000,000","No","No","$9,045,290,000"
"912794JU9","Bill","13-Week","11/25/1985","11/29/1985","02/27/1986","","No","","","No","","","$7,400,000,000","Yes","No","$7,404,020,000"
"912794KH6","Bill","26-Week","11/25/1985","11/29/1985","05/29/1986","","No","","","No","","","$7,400,000,000","No","No","$7,412,535,000"
"912810DT2","Bond","30-Year","11/22/1985","11/29/1985","11/15/2015","","No","","","No","9.875%","","$6,750,000,000","No","No","$6,891,626,000"
"912827SY9","Note","10-Year","11/21/1985","11/29/1985","11/15/1995","","No","","","No","9.500%","","$7,000,000,000","No","No","$7,293,560,000"
"912827SW3","Note","2-Year","11/20/1985","12/02/1985","11/30/1987","","No","","","No","8.500%","","$9,500,000,000","No","No","$10,584,820,000"
"912827SX1","Note","3-Year","11/19/1985","11/26/1985","11/15/1988","","No","","","No","8.625%","","$8,750,000,000","No","No","$9,109,400,000"
"912794JT2","Bill","13-Week","11/18/1985","11/21/1985","02/20/1986","","No","","","No","","","$7,400,000,000","Yes","No","$7,408,815,000"
"912794KG8","Bill","26-Week","11/18/1985","11/21/1985","05/22/1986","","No","","","No","","","$7,400,000,000","No","No","$7,442,770,000"
"912794HP2","Bill","14-Day","11/15/1985","11/15/1985","11/29/1985","","Yes","","","No","","","$18,000,000,000","Yes","No","$18,006,000,000"
"912794JP0","Bill","69-Day","11/15/1985","11/15/1985","01/23/1986","","Yes","","","No","","","$4,000,000,000","Yes","No","$4,009,000,000"
"912794JS4","Bill","13-Week","11/12/1985","11/14/1985","02/13/1986","","No","","","No","","","$6,700,000,000","Yes","No","$6,703,655,000"
"912794KF0","Bill","26-Week","11/12/1985","11/14/1985","05/15/1986","","No","","","No","","","$6,700,000,000","Yes","No","$6,719,040,000"
"912794JY1","Bill","142-Day","11/05/1985","11/05/1985","03/27/1986","","Yes","","","No","","","$3,000,000,000","Yes","No","$3,004,000,000"
"912794JR6","Bill","13-Week","11/04/1985","11/07/1985","02/06/1986","","No","","","No","","","$7,200,000,000","Yes","No","$7,209,155,000"
"912794KE3","Bill","26-Week","11/04/1985","11/07/1985","05/08/1986","","No","","","No","","","$7,200,000,000","No","No","$7,208,435,000"
"912810DR6","Bond","19-Year 9-Month","10/31/1985","11/04/1985","08/15/2005","","No","","","No","10.750%","","$4,750,000,000","Yes","No","$4,755,359,000"
"912827SV5","Note","6-Year 11-Month","10/30/1985","11/01/1985","10/15/1992","","No","","","No","9.750%","","$6,250,000,000","No","No","$6,274,030,000"
"912827SU7","Note","3-Year 11-Month","10/29/1985","11/01/1985","09/30/1989","","No","","","No","9.375%","","$6,750,000,000","No","No","$7,272,167,000"
"912794JQ8","Bill","13-Week","10/28/1985","10/31/1985","01/30/1986","","No","","","No","","","$7,100,000,000","Yes","No","$7,130,495,000"
"912794KD5","Bill","26-Week","10/28/1985","10/31/1985","05/01/1986","","No","","","No","","","$7,100,000,000","No","No","$7,105,920,000"
"912794KS2","Bill","52-Week","10/24/1985","10/31/1985","10/30/1986","","No","","","No","","","$8,300,000,000","No","No","$8,304,745,000"
"912827ST0","Note","2-Year","10/23/1985","10/31/1985","10/31/1987","","No","","","No","8.875%","","$9,250,000,000","No","No","$10,198,965,000"
"912794JP0","Bill","13-Week","10/21/1985","10/24/1985","01/23/1986","","No","","","No","","","$6,900,000,000","Yes","No","$6,903,060,000"
"912794KC7","Bill","26-Week","10/21/1985","10/24/1985","04/24/1986","","No","","","No","","","$6,900,000,000","No","No","$6,916,775,000"
"912794JN5","Bill","13-Week","10/15/1985","10/17/1985","01/16/1986","","No","","","No","","","$7,000,000,000","Yes","No","$7,007,775,000"
"912794KB9","Bill","26-Week","10/15/1985","10/17/1985","04/17/1986","","No","","","No","","","$7,000,000,000","Yes","No","$7,014,855,000"
"912794HQ0","Bill","78-Day","10/09/1985","10/09/1985","12/26/1985","","Yes","","","No","","","$5,000,000,000","Yes","No","$5,010,000,000"
"912794JM7","Bill","13-Week","10/07/1985","10/10/1985","01/09/1986","","No","","","No","","","$7,000,000,000","Yes","No","$7,012,015,000"
"912794KA1","Bill","26-Week","10/07/1985","10/10/1985","04/10/1986","","No","","","No","","","$7,000,000,000","No","No","$7,004,290,000"
"912794JL9","Bill","13-Week","09/30/1985","10/03/1985","01/02/1986","","No","","","No","","","$6,800,000,000","Yes","No","$6,804,775,000"
"912794JZ8","Bill","26-Week","09/30/1985","10/03/1985","04/03/1986","","No","","","No","","","$6,800,000,000","No","No","$6,834,360,000"
"912794KR4","Bill","52-Week","09/26/1985","10/03/1985","10/02/1986","","No","","","No","","","$8,300,000,000","No","No","$8,404,770,000"
"912794HQ0","Bill","13-Week","09/23/1985","09/26/1985","12/26/1985","","No","","","No","","","$4,500,000,000","Yes","No","$4,514,390,000"
"912794JY1","Bill","26-Week","09/23/1985","09/26/1985","03/27/1986","","No","","","No","","","$4,500,000,000","No","No","$4,502,635,000"
"912827SS2","Note","2-Year","09/18/1985","09/30/1985","09/30/1987","","No","","","No","9.000%","","$9,250,000,000","No","No","$9,995,175,000"
"912794JK1","Bill","13-Week","09/16/1985","09/19/1985","12/19/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,219,650,000"
"912794JX3","Bill","26-Week","09/16/1985","09/19/1985","03/20/1986","","No","","","No","","","$7,200,000,000","Yes","No","$7,202,255,000"
"912794JJ4","Bill","13-Week","09/09/1985","09/12/1985","12/12/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,201,090,000"
"912794JW5","Bill","26-Week","09/09/1985","09/12/1985","03/13/1986","","No","","","No","","","$7,200,000,000","No","No","$7,204,595,000"
"912794JH8","Bill","13-Week","09/03/1985","09/05/1985","12/05/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,207,845,000"
"912794JV7","Bill","26-Week","09/03/1985","09/05/1985","03/06/1986","","No","","","No","","","$7,200,000,000","No","No","$7,216,925,000"
"912794KQ6","Bill","52-Week","08/29/1985","09/05/1985","09/04/1986","","No","","","No","","","$8,750,000,000","No","No","$8,784,205,000"
"912794HZ0","Bill","16-Day","08/29/1985","09/03/1985","09/19/1985","","Yes","","","No","","","$3,000,000,000","Yes","No","$3,004,000,000"
"912827SR4","Note","5-Year 2-Month","08/28/1985","09/03/1985","11/15/1990","","No","","","No","9.625%","","$7,250,000,000","No","No","$7,813,605,000"
"912794HP2","Bill","13-Week","08/26/1985","08/29/1985","11/29/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,220,280,000"
"912794JU9","Bill","26-Week","08/26/1985","08/29/1985","02/27/1986","","No","","","No","","","$7,200,000,000","No","No","$7,223,065,000"
"912827SQ6","Note","2-Year","08/21/1985","09/03/1985","08/31/1987","","No","","","No","8.875%","","$9,250,000,000","No","No","$10,318,020,000"
"912794JG0","Bill","13-Week","08/19/1985","08/22/1985","11/21/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,209,005,000"
"912794JT2","Bill","26-Week","08/19/1985","08/22/1985","02/20/1986","","No","","","No","","","$7,200,000,000","Yes","No","$7,207,615,000"
"912794JF2","Bill","13-Week","08/12/1985","08/15/1985","11/14/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,266,325,000"
"912794JS4","Bill","26-Week","08/12/1985","08/15/1985","02/13/1986","","No","","","No","","","$7,200,000,000","No","No","$7,392,580,000"
"912810DS4","Bond","30-Year","08/08/1985","08/15/1985","08/15/2015","","No","","","No","10.625%","","$6,500,000,000","No","No","$7,150,901,000"
"912827SP8","Note","10-Year","08/07/1985","08/15/1985","08/15/1995","","No","","","No","10.500%","","$6,750,000,000","No","No","$7,938,099,000"
"912827SN3","Note","3-Year","08/06/1985","08/15/1985","08/15/1988","","No","","","No","9.500%","","$8,500,000,000","No","No","$10,808,985,000"
"912794JE5","Bill","13-Week","08/05/1985","08/08/1985","11/07/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,235,895,000"
"912794JR6","Bill","26-Week","08/05/1985","08/08/1985","02/06/1986","","No","","","No","","","$7,200,000,000","No","No","$7,228,195,000"
"912794KP8","Bill","52-Week","08/01/1985","08/08/1985","08/07/1986","","No","","","No","","","$8,750,000,000","No","No","$8,757,930,000"
"912794HN7","Bill","13-Week","07/29/1985","08/01/1985","10/31/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,203,760,000"
"912794JQ8","Bill","26-Week","07/29/1985","08/01/1985","01/30/1986","","No","","","No","","","$7,200,000,000","No","No","$7,201,325,000"
"912827SM5","Note","2-Year","07/24/1985","07/31/1985","07/31/1987","","No","","","No","8.875%","","$9,250,000,000","No","No","$10,072,765,000"
"912794JD7","Bill","13-Week","07/22/1985","07/25/1985","10/24/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,235,485,000"
"912794JP0","Bill","26-Week","07/22/1985","07/25/1985","01/23/1986","","No","","","No","","","$7,200,000,000","Yes","No","$7,288,860,000"
"912794JC9","Bill","13-Week","07/15/1985","07/18/1985","10/17/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,202,875,000"
"912794JN5","Bill","26-Week","07/15/1985","07/18/1985","01/16/1986","","No","","","No","","","$7,200,000,000","No","No","$7,223,910,000"
"912794KN3","Bill","52-Week","07/09/1985","07/11/1985","07/10/1986","","No","","","No","","","$8,500,000,000","No","No","$8,506,190,000"
"912794JB1","Bill","13-Week","07/08/1985","07/11/1985","10/10/1985","","No","","","No","","","$7,200,000,000","Yes","No","$7,209,375,000"
"912794JM7","Bill","26-Week","07/08/1985","07/11/1985","01/09/1986","","No","","","No","","","$7,200,000,000","No","No","$7,204,175,000"
"912794HM9","Bill","13-Week","07/01/1985","07/05/1985","10/03/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,011,055,000"
"912794JL9","Bill","26-Week","07/01/1985","07/05/1985","01/02/1986","","No","","","No","","","$7,000,000,000","No","No","$7,023,465,000"
"912810DR6","Bond","20-Year 1-Month","06/27/1985","07/02/1985","08/15/2005","","No","","","No","10.750%","","$4,500,000,000","No","No","$4,510,004,000"
"912827SL7","Note","7-Year","06/26/1985","07/02/1985","07/15/1992","","No","","","No","10.375%","","$6,000,000,000","No","No","$6,289,736,000"
"912827SK9","Note","4-Year","06/25/1985","07/01/1985","06/30/1989","","No","","","No","9.625%","","$6,500,000,000","No","No","$7,451,895,000"
"912794JA3","Bill","13-Week","06/24/1985","06/27/1985","09/26/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,021,535,000"
"912794HQ0","Bill","26-Week","06/24/1985","06/27/1985","12/26/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,019,945,000"
"912827SJ2","Note","2-Year","06/19/1985","07/01/1985","06/30/1987","","No","","","No","8.500%","","$9,250,000,000","No","No","$10,585,555,000"
"912794HZ0","Bill","13-Week","06/17/1985","06/20/1985","09/19/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,001,765,000"
"912794JK1","Bill","26-Week","06/17/1985","06/20/1985","12/19/1985","","No","","","No","","","$7,000,000,000","No","No","$7,006,970,000"
"912794HY3","Bill","13-Week","06/10/1985","06/13/1985","09/12/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,009,980,000"
"912794JJ4","Bill","26-Week","06/10/1985","06/13/1985","12/12/1985","","No","","","No","","","$7,000,000,000","No","No","$7,011,295,000"
"912794KK9","Bill","52-Week","06/06/1985","06/13/1985","06/12/1986","","No","","","No","","","$8,500,000,000","No","No","$8,511,340,000"
"912794HL1","Bill","13-Week","06/03/1985","06/06/1985","09/05/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,000,645,000"
"912794JH8","Bill","26-Week","06/03/1985","06/06/1985","12/05/1985","","No","","","No","","","$7,000,000,000","No","No","$7,001,870,000"
"912794HG2","Bill","17-Day","05/30/1985","06/03/1985","06/20/1985","","Yes","","","No","","","$7,000,000,000","Yes","No","$7,051,700,000"
"912827SG8","Note","5-Year 2-Month","05/29/1985","06/04/1985","08/15/1990","","No","","","No","9.875%","","$7,000,000,000","No","No","$7,167,148,000"
"912827SH6","Note","5-Year 2-Month","05/29/1985","06/04/1985","08/15/1990","","No","","","No","9.875%","","$1,000,000,000","No","No","$1,000,400,000"
"912794HX5","Bill","13-Week","05/28/1985","05/30/1985","08/29/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,012,675,000"
"912794HP2","Bill","26-Week","05/28/1985","05/30/1985","11/29/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,006,815,000"
"912827SF0","Note","2-Year","05/22/1985","05/31/1985","05/31/1987","","No","","","No","9.125%","","$9,000,000,000","No","No","$10,285,395,000"
"912794HW7","Bill","13-Week","05/20/1985","05/23/1985","08/22/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,000,575,000"
"912794JG0","Bill","26-Week","05/20/1985","05/23/1985","11/21/1985","","No","","","No","","","$7,000,000,000","No","No","$7,000,955,000"
"912794KF0","Bill","52-Week","05/14/1985","05/16/1985","05/15/1986","","No","","","No","","","$8,500,000,000","No","No","$8,524,400,000"
"912794HV9","Bill","13-Week","05/13/1985","05/16/1985","08/15/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,001,070,000"
"912794JF2","Bill","26-Week","05/13/1985","05/16/1985","11/14/1985","","No","","","No","","","$7,000,000,000","No","No","$7,002,620,000"
"912810DP0","Bond","29-Year 9-Month","05/09/1985","05/15/1985","02/15/2015","","No","","","No","11.250%","","$6,000,000,000","Yes","No","$6,424,666,000"
"912827SE3","Note","10-Year","05/08/1985","05/15/1985","05/15/1995","","No","","","No","11.250%","","$6,500,000,000","No","No","$7,105,625,000"
"912827SD5","Note","3-Year","05/07/1985","05/15/1985","05/15/1988","","No","","","No","10.000%","","$8,000,000,000","No","No","$9,875,195,000"
"912794HK3","Bill","13-Week","05/06/1985","05/09/1985","08/08/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,002,125,000"
"912794JE5","Bill","26-Week","05/06/1985","05/09/1985","11/07/1985","","No","","","No","","","$7,000,000,000","No","No","$7,016,760,000"
"912794HU1","Bill","13-Week","04/29/1985","05/02/1985","08/01/1985","","No","","","No","","","$6,850,000,000","Yes","No","$6,906,935,000"
"912794HN7","Bill","26-Week","04/29/1985","05/02/1985","10/31/1985","","No","","","No","","","$6,850,000,000","Yes","No","$7,032,170,000"
"912827SC7","Note","2-Year","04/24/1985","04/30/1985","04/30/1987","","No","","","No","9.750%","","$9,000,000,000","No","No","$9,895,665,000"
"912794HT4","Bill","13-Week","04/22/1985","04/25/1985","07/25/1985","","No","","","No","","","$6,500,000,000","Yes","No","$6,509,820,000"
"912794JD7","Bill","26-Week","04/22/1985","04/25/1985","10/24/1985","","No","","","No","","","$6,500,000,000","No","No","$6,507,995,000"
"912794HS6","Bill","13-Week","04/15/1985","04/18/1985","07/18/1985","","No","","","No","","","$6,850,000,000","Yes","No","$6,862,855,000"
"912794JC9","Bill","26-Week","04/15/1985","04/18/1985","10/17/1985","","No","","","No","","","$6,850,000,000","No","No","$6,850,795,000"
"912794GK4","Bill","3-Day","04/12/1985","04/15/1985","04/18/1985","","Yes","","","No","","","$4,000,000,000","Yes","No","$4,001,000,000"
"912794KB9","Bill","52-Week","04/11/1985","04/18/1985","04/17/1986","","No","","","No","","","$8,300,000,000","No","No","$8,336,820,000"
"912794HJ6","Bill","13-Week","04/08/1985","04/11/1985","07/11/1985","","No","","","No","","","$6,650,000,000","Yes","No","$6,681,050,000"
"912794JB1","Bill","26-Week","04/08/1985","04/11/1985","10/10/1985","","No","","","No","","","$6,650,000,000","No","No","$6,713,150,000"
"912794HR8","Bill","13-Week","04/01/1985","04/04/1985","07/05/1985","","No","","","No","","","$6,550,000,000","Yes","No","$6,563,600,000"
"912794HM9","Bill","26-Week","04/01/1985","04/04/1985","10/03/1985","","No","","","No","","","$6,550,000,000","Yes","No","$6,557,025,000"
"912810DQ8","Bond","20-Year 1-Month","03/28/1985","04/02/1985","05/15/2005","","No","","","No","12.000%","","$4,250,000,000","No","No","$4,260,691,000"
"912827SB9","Note","7-Year","03/27/1985","04/02/1985","04/15/1992","","No","","","No","11.750%","","$5,750,000,000","No","No","$5,851,990,000"
"912827SA1","Note","4-Year","03/26/1985","04/01/1985","03/31/1989","","No","","","No","11.250%","","$6,250,000,000","No","No","$6,920,103,000"
"912794HH0","Bill","13-Week","03/25/1985","03/28/1985","06/27/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,079,395,000"
"912794JA3","Bill","26-Week","03/25/1985","03/28/1985","09/26/1985","","No","","","No","","","$7,000,000,000","No","No","$7,014,135,000"
"912827RZ7","Note","2-Year","03/20/1985","04/01/1985","03/31/1987","","No","","","No","10.750%","","$9,000,000,000","No","No","$10,205,330,000"
"912794HG2","Bill","13-Week","03/18/1985","03/21/1985","06/20/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,000,235,000"
"912794HZ0","Bill","26-Week","03/18/1985","03/21/1985","09/19/1985","","No","","","No","","","$7,000,000,000","No","No","$7,000,310,000"
"912794JX3","Bill","52-Week","03/14/1985","03/21/1985","03/20/1986","","No","","","No","","","$8,500,000,000","No","No","$8,505,565,000"
"912794GM0","Bill","13-Week","03/11/1985","03/14/1985","06/13/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,037,955,000"
"912794HY3","Bill","26-Week","03/11/1985","03/14/1985","09/12/1985","","No","","","No","","","$7,000,000,000","No","No","$7,036,210,000"
"912794HF4","Bill","13-Week","03/04/1985","03/07/1985","06/06/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,004,845,000"
"912794HL1","Bill","26-Week","03/04/1985","03/07/1985","09/05/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,015,285,000"
"912827RY0","Note","5-Year 2-Month","02/26/1985","03/01/1985","05/15/1990","","No","","","No","11.375%","","$7,000,000,000","No","No","$7,005,188,000"
"912794HE7","Bill","13-Week","02/25/1985","02/28/1985","05/30/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,001,735,000"
"912794HX5","Bill","26-Week","02/25/1985","02/28/1985","08/29/1985","","No","","","No","","","$7,000,000,000","No","No","$7,006,515,000"
"912827RX2","Note","2-Year","02/20/1985","02/28/1985","02/28/1987","","No","","","No","10.000%","","$9,000,000,000","No","No","$9,978,135,000"
"912794HD9","Bill","13-Week","02/19/1985","02/21/1985","05/23/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,002,065,000"
"912794HW7","Bill","26-Week","02/19/1985","02/21/1985","08/22/1985","","No","","","No","","","$7,000,000,000","No","No","$7,004,495,000"
"912794JT2","Bill","52-Week","02/14/1985","02/21/1985","02/20/1986","","No","","","No","","","$8,500,000,000","No","No","$8,503,680,000"
"912794GL2","Bill","13-Week","02/11/1985","02/14/1985","05/16/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,000,890,000"
"912794HV9","Bill","26-Week","02/11/1985","02/14/1985","08/15/1985","","No","","","No","","","$7,000,000,000","No","No","$7,004,820,000"
"912810DP0","Bond","30-Year","02/07/1985","02/15/1985","02/15/2015","","No","","","No","11.250%","","$5,750,000,000","No","No","$6,243,782,000"
"912827RW4","Note","10-Year","02/06/1985","02/15/1985","02/15/1995","","No","","","No","11.250%","","$6,000,000,000","No","No","$6,921,882,000"
"912827RV6","Note","3-Year","02/05/1985","02/15/1985","02/15/1988","","No","","","No","10.375%","","$7,250,000,000","No","No","$8,375,555,000"
"912794HC1","Bill","13-Week","02/04/1985","02/07/1985","05/09/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,015,670,000"
"912794HK3","Bill","26-Week","02/04/1985","02/07/1985","08/08/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,020,430,000"
"912794HB3","Bill","13-Week","01/28/1985","01/31/1985","05/02/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,001,430,000"
"912794HU1","Bill","26-Week","01/28/1985","01/31/1985","08/01/1985","","No","","","No","","","$7,000,000,000","No","No","$7,006,300,000"
"912827RU8","Note","2-Year","01/23/1985","01/31/1985","01/31/1987","","No","","","No","9.750%","","$9,000,000,000","No","No","$10,125,270,000"
"912794HA5","Bill","13-Week","01/22/1985","01/24/1985","04/25/1985","","No","","","No","","","$7,000,000,000","Yes","No","$6,431,305,000"
"912794HT4","Bill","26-Week","01/22/1985","01/24/1985","07/25/1985","","No","","","No","","","$7,000,000,000","No","No","$7,054,265,000"
"912794JP0","Bill","52-Week","01/17/1985","01/24/1985","01/23/1986","","No","","","No","","","$8,500,000,000","No","No","$8,528,755,000"
"912794GK4","Bill","13-Week","01/14/1985","01/17/1985","04/18/1985","","No","","","No","","","$7,000,000,000","Yes","No","$7,018,220,000"
"912794HS6","Bill","26-Week","01/14/1985","01/17/1985","07/18/1985","","No","","","No","","","$7,000,000,000","No","No","$7,004,620,000"
