"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"912828DV9","Note","6-Year 7-Month","10/08/2008","10/15/2008","05/15/2015","104.781927","No","$24,472,000,000","$15,022,000,000","No","4.125%","10/15/2008","$10,000,000,000","Yes","No","$10,000,000,000"
"912828EE6","Note","6-Year 10-Month","10/08/2008","10/15/2008","08/15/2015","104.888494","No","$22,470,000,000","$15,022,000,000","No","4.250%","10/15/2008","$10,000,000,000","Yes","No","$10,000,014,000"
"912828JE1","Note","9-Year 9-Month","10/08/2008","10/15/2008","07/15/2018","89.111177","No","$8,001,000,000","$15,022,000,000","No","1.375%","10/15/2008","$6,000,000,000","Yes","Yes","$6,974,012,900"
"912795J28","Bill","63-Day","10/08/2008","10/09/2008","12/11/2008","99.865250","Yes","$50,007,000,000","","No","","10/09/2008","$40,000,000,000","Yes","No","$40,000,074,000"
"912795H53","Bill","4-Week","10/07/2008","10/09/2008","11/06/2008","99.947111","No","$76,001,000,000","$98,004,000,000","No","","10/09/2008","$25,000,000,000","Yes","No","$31,285,104,400"
"912795J44","Bill","79-Day","10/07/2008","10/08/2008","12/26/2008","99.738861","Yes","$50,022,000,000","","No","","10/08/2008","$30,000,000,000","Yes","No","$30,000,120,000"
"912795J69","Bill","13-Week","10/06/2008","10/09/2008","01/08/2009","99.883722","No","$83,008,000,000","$98,004,000,000","No","","10/09/2008","$26,000,000,000","Yes","No","$26,000,014,000"
"912795L33","Bill","26-Week","10/06/2008","10/09/2008","04/09/2009","99.443889","No","","$98,004,000,000","No","","10/09/2008","$27,000,000,000","No","No","$27,000,008,800"
"912795J36","Bill","72-Day","10/06/2008","10/07/2008","12/18/2008","99.900000","Yes","$52,020,000,000","","No","","10/07/2008","$30,000,000,000","Yes","No","$30,000,218,400"
"912795H87","Bill","56-Day","10/02/2008","10/03/2008","11/28/2008","99.880222","Yes","$51,007,000,000","","No","","10/03/2008","$45,000,000,000","Yes","No","$45,000,012,000"
"912795H61","Bill","42-Day","10/01/2008","10/02/2008","11/13/2008","99.871667","Yes","$49,010,000,000","","No","","10/02/2008","$50,000,000,000","Yes","No","$50,000,118,000"
"912795H46","Bill","4-Week","09/30/2008","10/02/2008","10/30/2008","99.921444","No","$84,022,000,000","$109,999,000,000","No","","10/02/2008","$25,000,000,000","Yes","No","$28,781,548,600"
"912795H20","Bill","15-Day","09/30/2008","10/01/2008","10/16/2008","99.958750","Yes","$77,538,000,000","","No","","10/01/2008","$45,000,000,000","Yes","No","$45,000,212,000"
"912795J51","Bill","13-Week","09/29/2008","10/02/2008","01/02/2009","99.718889","No","$22,006,000,000","$109,999,000,000","No","","10/02/2008","$26,000,000,000","Yes","No","$26,000,089,100"
"912795L25","Bill","26-Week","09/29/2008","10/02/2008","04/02/2009","99.221444","No","","$109,999,000,000","No","","10/02/2008","$27,000,000,000","No","No","$27,000,071,800"
"912795J69","Bill","101-Day","09/26/2008","09/29/2008","01/08/2009","99.537083","Yes","$23,007,000,000","","No","","09/29/2008","$60,000,000,000","Yes","No","$60,000,408,000"
"912828JM3","Note","5-Year","09/25/2008","09/30/2008","09/30/2013","99.981618","No","","$19,125,000,000","No","3.125%","09/30/2008","$24,000,000,000","No","No","$26,223,849,100"
"912795H46","Bill","34-Day","09/25/2008","09/26/2008","10/30/2008","99.906500","Yes","$44,022,000,000","","No","","09/26/2008","$40,000,000,000","Yes","No","$40,000,153,000"
"912828JL5","Note","2-Year","09/24/2008","09/30/2008","09/30/2010","99.775954","No","","$19,125,000,000","No","2.000%","09/30/2008","$34,000,000,000","No","No","$37,150,485,100"
"912795G88","Bill","7-Day","09/24/2008","09/25/2008","10/02/2008","99.999028","Yes","$73,781,000,000","","No","","09/25/2008","$40,000,000,000","Yes","No","$40,000,145,400"
"912795H38","Bill","4-Week","09/23/2008","09/25/2008","10/23/2008","99.972778","No","$86,078,000,000","$84,013,000,000","No","","09/25/2008","$30,000,000,000","Yes","No","$33,885,200,900"
"912795S36","Bill","52-Week","09/23/2008","09/25/2008","09/24/2009","98.023278","No","","$84,013,000,000","No","","09/25/2008","$20,000,000,000","No","No","$20,000,017,500"
"912795J44","Bill","13-Week","09/22/2008","09/25/2008","12/26/2008","99.637111","No","$23,004,000,000","$84,013,000,000","No","","09/25/2008","$27,000,000,000","Yes","No","$27,000,008,000"
"912795K91","Bill","26-Week","09/22/2008","09/25/2008","03/26/2009","99.095056","No","","$84,013,000,000","No","","09/25/2008","$27,000,000,000","No","No","$27,000,105,600"
"912795H53","Bill","45-Day","09/19/2008","09/22/2008","11/06/2008","99.775000","Yes","$46,001,000,000","","No","","09/22/2008","$30,000,000,000","Yes","No","$30,000,022,000"
"912795H79","Bill","59-Day","09/19/2008","09/22/2008","11/20/2008","99.673861","Yes","$51,019,000,000","","No","","09/22/2008","$30,000,000,000","Yes","No","$30,000,446,000"
"912795G96","Bill","20-Day","09/18/2008","09/19/2008","10/09/2008","99.994444","Yes","$74,290,000,000","","No","","09/19/2008","$30,000,000,000","Yes","No","$30,000,134,000"
"912795H95","Bill","76-Day","09/18/2008","09/19/2008","12/04/2008","99.947222","Yes","$51,018,000,000","","No","","09/19/2008","$30,000,000,000","Yes","No","$30,000,104,000"
"912795H38","Bill","35-Day","09/17/2008","09/18/2008","10/23/2008","99.970833","Yes","$46,078,000,000","","No","","09/18/2008","$40,000,000,000","Yes","No","$40,000,050,000"
"912795H20","Bill","4-Week","09/16/2008","09/18/2008","10/16/2008","99.976667","No","$46,540,000,000","$107,006,000,000","No","","09/18/2008","$31,000,000,000","Yes","No","$31,000,159,000"
"912795J36","Bill","13-Week","09/15/2008","09/18/2008","12/18/2008","99.734583","No","$24,003,000,000","$107,006,000,000","No","","09/18/2008","$28,000,000,000","Yes","No","$28,000,025,400"
"912795K83","Bill","26-Week","09/15/2008","09/18/2008","03/19/2009","99.216389","No","","$107,006,000,000","No","","09/18/2008","$27,000,000,000","No","No","$27,000,096,500"
"912828JH4","Note","9-Year 11-Month","09/11/2008","09/15/2008","08/15/2018","103.070116","No","$23,339,000,000","$14,535,000,000","No","4.000%","09/15/2008","$12,000,000,000","Yes","No","$13,467,009,300"
"912795G96","Bill","4-Week","09/09/2008","09/11/2008","10/09/2008","99.877500","No","$45,006,000,000","$78,198,000,000","No","","09/11/2008","$23,000,000,000","Yes","No","$29,285,082,500"
"912795J28","Bill","13-Week","09/08/2008","09/11/2008","12/11/2008","99.572806","No","$24,001,000,000","$78,198,000,000","No","","09/11/2008","$26,000,000,000","Yes","No","$26,000,129,000"
"912795K75","Bill","26-Week","09/08/2008","09/11/2008","03/12/2009","99.039444","No","","$78,198,000,000","No","","09/11/2008","$25,000,000,000","No","No","$25,000,067,000"
"912795S93","Bill","6-Day","09/08/2008","09/09/2008","09/15/2008","99.966667","Yes","$29,000,000,000","","No","","09/09/2008","$20,000,000,000","Yes","No","$20,000,825,000"
"912795G88","Bill","4-Week","09/03/2008","09/04/2008","10/02/2008","99.880222","No","$44,002,000,000","$78,911,000,000","No","","09/04/2008","$26,000,000,000","Yes","No","$29,781,565,900"
"912795H95","Bill","13-Week","09/02/2008","09/04/2008","12/04/2008","99.574069","No","$24,001,000,000","$78,911,000,000","No","","09/04/2008","$27,000,000,000","Yes","No","$27,000,010,200"
"912795K67","Bill","26-Week","09/02/2008","09/04/2008","03/05/2009","99.044500","No","","$78,911,000,000","No","","09/04/2008","$26,000,000,000","No","No","$26,000,053,300"
"912828JK7","Note","5-Year","08/28/2008","09/02/2008","08/31/2013","99.981374","No","","$22,000,000,000","No","3.125%","08/31/2008","$22,000,000,000","No","No","$23,834,796,300"
"912828JJ0","Note","2-Year","08/27/2008","09/02/2008","08/31/2010","99.990164","No","","$22,000,000,000","No","2.375%","08/31/2008","$32,000,000,000","No","No","$34,668,815,800"
"912795G70","Bill","4-Week","08/26/2008","08/28/2008","09/25/2008","99.867000","No","$55,013,000,000","$79,163,000,000","No","","08/28/2008","$29,000,000,000","Yes","No","$32,885,150,300"
"912795S28","Bill","52-Week","08/26/2008","08/28/2008","08/27/2009","97.836222","No","","$79,163,000,000","No","","08/28/2008","$20,000,000,000","No","No","$20,000,028,200"
"912795H87","Bill","13-Week","08/25/2008","08/28/2008","11/28/2008","99.563000","No","$23,001,000,000","$79,163,000,000","No","","08/28/2008","$28,000,000,000","Yes","No","$28,000,107,400"
"912795K59","Bill","26-Week","08/25/2008","08/28/2008","02/26/2009","99.026806","No","","$79,163,000,000","No","","08/28/2008","$27,000,000,000","No","No","$27,000,084,300"
"912795G70","Bill","30-Day","08/25/2008","08/26/2008","09/25/2008","99.854167","Yes","$44,013,000,000","","No","","08/26/2008","$11,000,000,000","Yes","No","$11,000,242,000"
"912795G62","Bill","4-Week","08/19/2008","08/21/2008","09/18/2008","99.860778","No","$77,008,000,000","$78,407,000,000","No","","08/21/2008","$30,000,000,000","Yes","No","$33,317,612,800"
"912795H79","Bill","13-Week","08/18/2008","08/21/2008","11/20/2008","99.532361","No","$23,006,000,000","$78,407,000,000","No","","08/21/2008","$28,000,000,000","Yes","No","$28,000,023,900"
"912795K42","Bill","26-Week","08/18/2008","08/21/2008","02/19/2009","98.999000","No","","$78,407,000,000","No","","08/21/2008","$27,000,000,000","No","No","$27,000,286,800"
"912795S93","Bill","31-Day","08/14/2008","08/15/2008","09/15/2008","99.832944","Yes","","","No","","08/15/2008","$29,000,000,000","No","No","$29,000,000,000"
"912795G54","Bill","4-Week","08/12/2008","08/14/2008","09/11/2008","99.856500","No","$52,555,000,000","$85,559,000,000","No","","08/14/2008","$28,000,000,000","Yes","No","$31,932,714,000"
"912795J77","Bill","155-Day","08/12/2008","08/13/2008","01/15/2009","99.160417","Yes","$23,025,000,000","","No","","08/13/2008","$26,000,000,000","Yes","No","$26,000,450,000"
"912795H61","Bill","13-Week","08/11/2008","08/14/2008","11/13/2008","99.527306","No","$23,002,000,000","$85,559,000,000","No","","08/14/2008","$26,000,000,000","Yes","No","$26,000,103,100"
"912795K34","Bill","26-Week","08/11/2008","08/14/2008","02/12/2009","98.978778","No","","$85,559,000,000","No","","08/14/2008","$25,000,000,000","No","No","$25,000,031,600"
"912810PX0","Bond","29-Year 9-Month","08/07/2008","08/15/2008","05/15/2038","98.231860","No","","$43,499,000,000","No","4.500%","08/15/2008","$10,000,000,000","No","No","$13,728,061,100"
"912828JH4","Note","10-Year","08/06/2008","08/15/2008","08/15/2018","99.389034","No","","$43,499,000,000","No","4.000%","08/15/2008","$17,000,000,000","No","No","$23,337,640,800"
"912795G47","Bill","4-Week","08/05/2008","08/07/2008","09/04/2008","99.866222","No","$52,970,000,000","$76,509,000,000","No","","08/07/2008","$28,000,000,000","Yes","No","$29,723,995,400"
"912795H53","Bill","13-Week","08/04/2008","08/07/2008","11/06/2008","99.567750","No","$21,003,000,000","$76,509,000,000","No","","08/07/2008","$25,000,000,000","Yes","No","$25,000,001,700"
"912795K26","Bill","26-Week","08/04/2008","08/07/2008","02/05/2009","99.029333","No","","$76,509,000,000","No","","08/07/2008","$24,000,000,000","No","No","$24,000,009,800"
"912795G39","Bill","4-Week","07/29/2008","07/31/2008","08/28/2008","99.867000","No","$52,555,000,000","$80,807,000,000","No","","07/31/2008","$28,000,000,000","Yes","No","$30,501,055,300"
"912795Q95","Bill","52-Week","07/29/2008","07/31/2008","07/30/2009","97.684556","No","","$80,807,000,000","No","","07/31/2008","$19,000,000,000","No","No","$19,000,101,500"
"912795H46","Bill","13-Week","07/28/2008","07/31/2008","10/30/2008","99.571542","No","$20,006,000,000","$80,807,000,000","No","","07/31/2008","$24,000,000,000","Yes","No","$24,000,108,000"
"912795J93","Bill","26-Week","07/28/2008","07/31/2008","01/29/2009","99.049556","No","","$80,807,000,000","No","","07/31/2008","$23,000,000,000","No","No","$23,000,216,200"
"912828JG6","Note","5-Year","07/24/2008","07/31/2008","07/31/2013","99.703743","No","","$20,040,000,000","No","3.375%","07/31/2008","$21,000,000,000","No","No","$23,313,462,900"
"912828JF8","Note","2-Year","07/23/2008","07/31/2008","07/31/2010","99.864799","No","","$20,040,000,000","No","2.750%","07/31/2008","$31,000,000,000","No","No","$34,415,025,600"
"912810PV4","Bond","19-Year 6-Month","07/22/2008","07/31/2008","01/15/2028","95.749964","No","$8,974,000,000","$20,040,000,000","No","1.750%","07/31/2008","$6,000,000,000","Yes","Yes","$6,660,971,700"
"912795G21","Bill","4-Week","07/22/2008","07/24/2008","08/21/2008","99.887222","No","$52,316,000,000","$64,901,000,000","No","","07/24/2008","$28,000,000,000","Yes","No","$29,410,331,600"
"912795H38","Bill","13-Week","07/21/2008","07/24/2008","10/23/2008","99.615778","No","$22,056,000,000","$64,901,000,000","No","","07/24/2008","$24,000,000,000","Yes","No","$24,000,095,800"
"912795J85","Bill","26-Week","07/21/2008","07/24/2008","01/22/2009","99.029333","No","","$64,901,000,000","No","","07/24/2008","$23,000,000,000","No","No","$23,000,096,800"
"912795F71","Bill","9-Day","07/21/2008","07/22/2008","07/31/2008","99.960875","Yes","$74,308,000,000","","No","","07/22/2008","$9,000,000,000","Yes","No","$9,000,015,000"
"912795F97","Bill","4-Week","07/15/2008","07/17/2008","08/14/2008","99.883333","No","$52,577,000,000","$71,502,000,000","No","","07/17/2008","$34,000,000,000","Yes","No","$36,914,855,100"
"912795H20","Bill","13-Week","07/14/2008","07/17/2008","10/16/2008","99.593028","No","$22,520,000,000","$71,502,000,000","No","","07/17/2008","$24,000,000,000","Yes","No","$24,000,024,400"
"912795J77","Bill","26-Week","07/14/2008","07/17/2008","01/15/2009","99.011639","No","","$71,502,000,000","No","","07/17/2008","$23,000,000,000","No","No","$23,000,007,600"
"912828JE1","Note","10-Year","07/10/2008","07/15/2008","07/15/2018","98.981282","No","","$0","No","1.375%","07/15/2008","$8,000,000,000","No","Yes","$8,000,041,300"
"912795F55","Bill","7-Day","07/08/2008","07/10/2008","07/17/2008","99.962472","Yes","$68,417,000,000","","No","","07/10/2008","$6,000,000,000","Yes","No","$6,000,080,000"
"912795F89","Bill","4-Week","07/08/2008","07/10/2008","08/07/2008","99.854944","No","$49,737,000,000","$70,589,000,000","No","","07/10/2008","$28,000,000,000","Yes","No","$28,493,910,800"
"912795G96","Bill","13-Week","07/07/2008","07/10/2008","10/09/2008","99.528569","No","$21,003,000,000","$70,589,000,000","No","","07/10/2008","$24,000,000,000","Yes","No","$24,000,019,400"
"912795J69","Bill","26-Week","07/07/2008","07/10/2008","01/08/2009","98.958556","No","","$70,589,000,000","No","","07/10/2008","$23,000,000,000","No","No","$23,000,466,500"
"912795F71","Bill","4-Week","07/01/2008","07/03/2008","07/31/2008","99.856111","No","$47,306,000,000","$65,999,000,000","No","","07/03/2008","$27,000,000,000","Yes","No","$27,000,105,400"
"912795Q87","Bill","52-Week","07/01/2008","07/03/2008","07/02/2009","97.679500","No","","$65,999,000,000","No","","07/03/2008","$17,000,000,000","No","No","$17,000,008,700"
"912795G88","Bill","13-Week","06/30/2008","07/03/2008","10/02/2008","99.519722","No","$21,002,000,000","$65,999,000,000","No","","07/03/2008","$23,000,000,000","Yes","No","$23,000,023,200"
"912795J51","Bill","26-Week","06/30/2008","07/03/2008","01/02/2009","98.914708","No","","$65,999,000,000","No","","07/03/2008","$22,000,000,000","No","No","$22,000,050,500"
"912828JD3","Note","5-Year","06/26/2008","06/30/2008","06/30/2013","99.703743","No","","$21,138,000,000","No","3.375%","06/30/2008","$20,000,000,000","No","No","$22,144,396,700"
"912828JC5","Note","2-Year","06/24/2008","06/30/2008","06/30/2010","99.909336","No","","$21,138,000,000","No","2.875%","06/30/2008","$30,000,000,000","No","No","$33,216,531,200"
"912795F63","Bill","4-Week","06/24/2008","06/26/2008","07/24/2008","99.877111","No","$46,311,000,000","$69,998,000,000","No","","06/26/2008","$20,000,000,000","Yes","No","$20,000,123,300"
"912795G70","Bill","13-Week","06/23/2008","06/26/2008","09/25/2008","99.531097","No","$22,002,000,000","$69,998,000,000","No","","06/26/2008","$22,000,000,000","Yes","No","$22,000,003,800"
"912795J44","Bill","26-Week","06/23/2008","06/26/2008","12/26/2008","98.853708","No","","$69,998,000,000","No","","06/26/2008","$23,000,000,000","No","No","$23,000,061,000"
"912795F55","Bill","4-Week","06/17/2008","06/19/2008","07/17/2008","99.856889","No","$48,421,000,000","$93,993,000,000","No","","06/19/2008","$20,000,000,000","Yes","No","$20,000,025,900"
"912795G62","Bill","13-Week","06/16/2008","06/19/2008","09/18/2008","99.481806","No","$54,002,000,000","$93,993,000,000","No","","06/19/2008","$23,000,000,000","Yes","No","$23,000,194,000"
"912795J36","Bill","26-Week","06/16/2008","06/19/2008","12/18/2008","98.811944","No","","$93,993,000,000","No","","06/19/2008","$24,000,000,000","No","No","$24,000,060,700"
"912828HZ6","Note","9-Year 11-Month","06/12/2008","06/16/2008","05/15/2018","97.183235","No","$23,078,000,000","$0","No","3.875%","06/15/2008","$11,000,000,000","Yes","No","$11,000,016,900"
"912795F48","Bill","4-Week","06/10/2008","06/12/2008","07/10/2008","99.845222","No","$48,091,000,000","$82,997,000,000","No","","06/12/2008","$23,000,000,000","Yes","No","$23,000,138,100"
"912795R29","Bill","5-Day","06/10/2008","06/11/2008","06/16/2008","99.969583","Yes","$19,000,000,000","","No","","06/11/2008","$22,000,000,000","Yes","No","$22,000,390,000"
"912795G54","Bill","13-Week","06/09/2008","06/12/2008","09/11/2008","99.532361","No","$28,550,000,000","$82,997,000,000","No","","06/12/2008","$24,000,000,000","Yes","No","$24,000,034,900"
"912795J28","Bill","26-Week","06/09/2008","06/12/2008","12/11/2008","98.963611","No","","$82,997,000,000","No","","06/12/2008","$24,000,000,000","No","No","$24,000,103,100"
"912795F30","Bill","4-Week","06/03/2008","06/05/2008","07/03/2008","99.853778","No","$42,999,000,000","$76,000,000,000","No","","06/05/2008","$23,000,000,000","Yes","No","$23,000,077,000"
"912795Q79","Bill","52-Week","06/03/2008","06/05/2008","06/04/2009","97.871611","No","","$76,000,000,000","No","","06/05/2008","$16,000,000,000","No","No","$16,000,006,100"
"912795G47","Bill","13-Week","06/02/2008","06/05/2008","09/04/2008","99.539944","No","$28,967,000,000","$76,000,000,000","No","","06/05/2008","$24,000,000,000","Yes","No","$24,000,312,600"
"912795H95","Bill","26-Week","06/02/2008","06/05/2008","12/04/2008","99.014167","No","","$76,000,000,000","No","","06/05/2008","$24,000,000,000","No","No","$24,000,196,500"
"912828JB7","Note","5-Year","05/29/2008","06/02/2008","05/31/2013","99.908798","No","","$22,004,000,000","No","3.500%","05/31/2008","$19,000,000,000","No","No","$20,523,541,800"
"912795R29","Bill","17-Day","05/29/2008","05/30/2008","06/16/2008","99.898472","Yes","","","No","","05/30/2008","$19,000,000,000","No","No","$19,000,200,000"
"912828JA9","Note","2-Year","05/28/2008","06/02/2008","05/31/2010","99.970857","No","","$22,004,000,000","No","2.625%","05/31/2008","$30,000,000,000","No","No","$32,405,520,100"
"912795F22","Bill","4-Week","05/28/2008","05/29/2008","06/26/2008","99.847167","No","$43,001,000,000","$65,996,000,000","No","","05/29/2008","$27,000,000,000","Yes","No","$27,000,010,800"
"912795G39","Bill","13-Week","05/27/2008","05/29/2008","08/28/2008","99.527306","No","$27,556,000,000","$65,996,000,000","No","","05/29/2008","$25,000,000,000","Yes","No","$25,000,171,400"
"912795H87","Bill","26-Week","05/27/2008","05/29/2008","11/28/2008","99.024000","No","","$65,996,000,000","No","","05/29/2008","$23,000,000,000","No","No","$23,000,103,600"
"912795E98","Bill","4-Week","05/20/2008","05/22/2008","06/19/2008","99.846778","No","$61,997,000,000","$58,994,000,000","No","","05/22/2008","$32,000,000,000","Yes","No","$32,000,064,000"
"912795G21","Bill","13-Week","05/19/2008","05/22/2008","08/21/2008","99.531097","No","$27,310,000,000","$58,994,000,000","No","","05/22/2008","$25,000,000,000","Yes","No","$25,000,025,300"
"912795H79","Bill","26-Week","05/19/2008","05/22/2008","11/20/2008","99.047028","No","","$58,994,000,000","No","","05/22/2008","$23,000,000,000","No","No","$23,000,099,200"
"912795E98","Bill","30-Day","05/19/2008","05/20/2008","06/19/2008","99.834167","Yes","$43,997,000,000","","No","","05/20/2008","$18,000,000,000","Yes","No","$18,000,211,000"
"912795G62","Bill","126-Day","05/14/2008","05/15/2008","09/18/2008","99.347250","Yes","$22,001,000,000","","No","","05/15/2008","$32,000,000,000","Yes","No","$32,000,479,000"
"912795E80","Bill","4-Week","05/13/2008","05/15/2008","06/12/2008","99.854556","No","$53,403,000,000","$58,996,000,000","No","","05/15/2008","$33,000,000,000","Yes","No","$33,000,153,800"
"912795F97","Bill","13-Week","05/12/2008","05/15/2008","08/14/2008","99.545000","No","$28,570,000,000","$58,996,000,000","No","","05/15/2008","$24,000,000,000","Yes","No","$24,000,007,300"
"912795H61","Bill","26-Week","05/12/2008","05/15/2008","11/13/2008","99.064722","No","","$58,996,000,000","No","","05/15/2008","$23,000,000,000","No","No","$23,000,158,400"
"912810PW2","Bond","29-Year 9-Month","05/08/2008","05/15/2008","02/15/2038","96.375954","No","$13,294,000,000","$74,004,000,000","No","4.375%","05/15/2008","$6,000,000,000","Yes","No","$9,230,769,700"
"912828HZ6","Note","10-Year","05/07/2008","05/15/2008","05/15/2018","99.491561","No","","$74,004,000,000","No","3.875%","05/15/2008","$15,000,000,000","No","No","$23,076,925,800"
"912795E72","Bill","4-Week","05/06/2008","05/08/2008","06/05/2008","99.879444","No","$55,416,000,000","$58,998,000,000","No","","05/08/2008","$24,000,000,000","Yes","No","$24,000,009,100"
"912795F89","Bill","13-Week","05/05/2008","05/08/2008","08/07/2008","99.593028","No","$27,732,000,000","$58,998,000,000","No","","05/08/2008","$22,000,000,000","Yes","No","$22,000,061,600"
"912795H53","Bill","26-Week","05/05/2008","05/08/2008","11/06/2008","99.120333","No","","$58,998,000,000","No","","05/08/2008","$21,000,000,000","No","No","$21,000,069,300"
"912795E64","Bill","4-Week","04/29/2008","05/01/2008","05/29/2008","99.902778","No","$55,108,000,000","$61,989,000,000","No","","05/01/2008","$14,000,000,000","Yes","No","$14,000,017,600"
"912795F71","Bill","13-Week","04/28/2008","05/01/2008","07/31/2008","99.641056","No","$27,299,000,000","$61,989,000,000","No","","05/01/2008","$20,000,000,000","Yes","No","$20,000,027,200"
"912795H46","Bill","26-Week","04/28/2008","05/01/2008","10/30/2008","99.140556","No","","$61,989,000,000","No","","05/01/2008","$20,000,000,000","No","No","$20,000,098,700"
"912828HY9","Note","5-Year","04/24/2008","04/30/2008","04/30/2013","99.843881","No","","$21,609,000,000","No","3.125%","04/30/2008","$19,000,000,000","No","No","$20,742,822,300"
"912828HX1","Note","2-Year","04/23/2008","04/30/2008","04/30/2010","99.805441","No","","$21,609,000,000","No","2.125%","04/30/2008","$30,000,000,000","No","No","$32,751,893,800"
"912828HW3","Note","5-Year","04/22/2008","04/30/2008","04/15/2013","99.560900","No","","$21,609,000,000","No","0.625%","04/30/2008","$8,000,000,000","No","Yes","$8,733,839,900"
"912795E56","Bill","4-Week","04/22/2008","04/24/2008","05/22/2008","99.945556","No","$53,375,000,000","$60,994,000,000","No","","04/24/2008","$8,000,000,000","Yes","No","$11,787,854,900"
"912795F63","Bill","13-Week","04/21/2008","04/24/2008","07/24/2008","99.666333","No","$24,932,000,000","$60,994,000,000","No","","04/24/2008","$20,000,000,000","Yes","No","$21,381,319,900"
"912795H38","Bill","26-Week","04/21/2008","04/24/2008","10/23/2008","99.150667","No","","$60,994,000,000","No","","04/24/2008","$20,000,000,000","No","No","$22,052,879,800"
"912795E49","Bill","4-Week","04/15/2008","04/17/2008","05/15/2008","99.933889","No","$55,842,000,000","$85,001,000,000","No","","04/17/2008","$8,000,000,000","Yes","No","$10,717,902,700"
"912795M73","Bill","6-Day","04/15/2008","04/16/2008","04/22/2008","99.966667","Yes","","","No","","04/16/2008","$20,000,000,000","No","No","$20,000,160,000"
"912795F55","Bill","13-Week","04/14/2008","04/17/2008","07/17/2008","99.732056","No","$24,040,000,000","$85,001,000,000","No","","04/17/2008","$22,000,000,000","Yes","No","$24,373,914,300"
"912795H20","Bill","26-Week","04/14/2008","04/17/2008","10/16/2008","99.302333","No","","$85,001,000,000","No","","04/17/2008","$20,000,000,000","No","No","$22,518,039,200"
"912828HN3","Note","9-Year 9-Month","04/10/2008","04/15/2008","01/15/2018","104.353623","No","$10,417,000,000","$0","No","1.625%","04/15/2008","$6,000,000,000","Yes","Yes","$6,000,031,300"
"912795UD1","Bill","5-Day","04/08/2008","04/10/2008","04/15/2008","99.968194","Yes","$30,000,000,000","","No","","04/10/2008","$25,000,000,000","Yes","No","$25,000,080,000"
"912795E31","Bill","4-Week","04/08/2008","04/10/2008","05/08/2008","99.902000","No","$54,139,000,000","$65,002,000,000","No","","04/10/2008","$10,000,000,000","Yes","No","$10,000,075,500"
"912795F48","Bill","13-Week","04/07/2008","04/10/2008","07/10/2008","99.633472","No","$24,089,000,000","$65,002,000,000","No","","04/10/2008","$24,000,000,000","Yes","No","$24,000,156,200"
"912795G96","Bill","26-Week","04/07/2008","04/10/2008","10/09/2008","99.191111","No","","$65,002,000,000","No","","04/10/2008","$21,000,000,000","No","No","$21,000,130,200"
