"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"91282CCT6","Note","3-Year","08/10/2021","08/16/2021","08/15/2024","99.732422","No","","$58,598,000,000","No","0.375%","08/15/2021","$58,000,000,000","No","No","$83,876,214,400"
"912796F53","Bill","42-Day","08/10/2021","08/12/2021","09/23/2021","99.995333","Yes","$114,981,000,000","","No","","08/12/2021","$20,000,000,000","Yes","No","$20,000,407,500"
"912796L64","Bill","52-Week","08/10/2021","08/12/2021","08/11/2022","99.919111","No","","$181,997,000,000","No","","08/12/2021","$34,000,000,000","No","No","$37,847,139,700"
"912796H51","Bill","13-Week","08/09/2021","08/12/2021","11/12/2021","99.987222","No","$59,659,000,000","$181,997,000,000","No","","08/12/2021","$54,000,000,000","Yes","No","$60,110,309,300"
"912796L72","Bill","26-Week","08/09/2021","08/12/2021","02/10/2022","99.974722","No","","$181,997,000,000","No","","08/12/2021","$51,000,000,000","No","No","$56,773,235,400"
"912796L23","Bill","4-Week","08/05/2021","08/10/2021","09/07/2021","99.996889","No","$78,256,000,000","$115,005,000,000","No","","08/10/2021","$40,000,000,000","Yes","No","$43,482,066,700"
"912796M22","Bill","8-Week","08/05/2021","08/10/2021","10/05/2021","99.992222","No","$35,002,000,000","$115,005,000,000","No","","08/10/2021","$35,000,000,000","Yes","No","$38,046,105,800"
"912796P52","Bill","119-Day","08/04/2021","08/10/2021","12/07/2021","99.983472","Yes","","","No","","08/10/2021","$30,000,000,000","No","No","$30,001,488,500"
"912796F46","Bill","42-Day","08/03/2021","08/05/2021","09/16/2021","99.995333","Yes","$121,256,000,000","","No","","08/05/2021","$20,000,000,000","Yes","No","$20,001,212,000"
"9127964W6","Bill","13-Week","08/02/2021","08/05/2021","11/04/2021","99.987361","No","$100,840,000,000","$148,002,000,000","No","","08/05/2021","$54,000,000,000","Yes","No","$61,590,204,400"
"912796K99","Bill","26-Week","08/02/2021","08/05/2021","02/03/2022","99.972194","No","","$148,002,000,000","No","","08/05/2021","$51,000,000,000","No","No","$58,167,562,700"
"912796K40","Bill","4-Week","07/29/2021","08/03/2021","08/31/2021","99.996500","No","$78,164,000,000","$115,004,000,000","No","","08/03/2021","$40,000,000,000","Yes","No","$43,357,785,800"
"912796L56","Bill","8-Week","07/29/2021","08/03/2021","09/28/2021","99.993000","No","$35,001,000,000","$115,004,000,000","No","","08/03/2021","$35,000,000,000","Yes","No","$37,938,429,100"
"91282CCR0","Note","7-Year","07/29/2021","08/02/2021","07/31/2028","99.663627","No","","$141,252,000,000","No","1.000%","07/31/2021","$62,000,000,000","No","No","$67,937,363,800"
"912796N88","Bill","119-Day","07/28/2021","08/03/2021","11/30/2021","99.983472","Yes","","","No","","08/03/2021","$30,000,000,000","No","No","$30,001,229,000"
"91282CCQ2","Note","2-Year","07/28/2021","08/02/2021","07/31/2023","100.000000","No","","$141,252,000,000","Yes","","07/31/2021","$28,000,000,000","No","No","$30,681,581,600"
"91282CCP4","Note","5-Year","07/27/2021","08/02/2021","07/31/2026","99.583614","No","","$141,252,000,000","No","0.625%","07/31/2021","$61,000,000,000","No","No","$66,841,604,300"
"9127964L0","Bill","42-Day","07/27/2021","07/29/2021","09/09/2021","99.995333","Yes","$155,381,000,000","","No","","07/29/2021","$20,000,000,000","Yes","No","$20,000,587,000"
"91282CCN9","Note","2-Year","07/26/2021","08/02/2021","07/31/2023","99.824943","No","","$141,252,000,000","No","0.125%","07/31/2021","$60,000,000,000","No","No","$65,745,819,700"
"912796G78","Bill","13-Week","07/26/2021","07/29/2021","10/28/2021","99.987361","No","$59,823,000,000","$148,001,000,000","No","","07/29/2021","$54,000,000,000","Yes","No","$60,739,163,000"
"912796C31","Bill","26-Week","07/26/2021","07/29/2021","01/27/2022","99.974722","No","$38,636,000,000","$148,001,000,000","No","","07/29/2021","$51,000,000,000","Yes","No","$57,365,441,600"
"91282CCM1","Note","10-Year","07/22/2021","07/30/2021","07/15/2031","112.423650","No","","$0","No","0.125%","07/30/2021","$16,000,000,000","No","Yes","$16,000,086,600"
"912796K32","Bill","4-Week","07/22/2021","07/27/2021","08/24/2021","99.996500","No","$78,235,000,000","$115,001,000,000","No","","07/27/2021","$40,000,000,000","Yes","No","$43,431,423,100"
"912796L49","Bill","8-Week","07/22/2021","07/27/2021","09/21/2021","99.993000","No","$35,001,000,000","$115,001,000,000","No","","07/27/2021","$35,000,000,000","Yes","No","$38,003,921,000"
"912810SY5","Bond","19-Year 10-Month","07/21/2021","08/02/2021","05/15/2041","105.917067","No","$59,884,000,000","$141,252,000,000","No","2.250%","07/31/2021","$24,000,000,000","Yes","No","$26,298,329,200"
"912796N70","Bill","119-Day","07/21/2021","07/27/2021","11/23/2021","99.983472","Yes","","","No","","07/27/2021","$30,000,000,000","No","No","$30,000,811,000"
"912796D63","Bill","42-Day","07/20/2021","07/22/2021","09/02/2021","99.994750","Yes","$122,404,000,000","","No","","07/22/2021","$35,000,000,000","Yes","No","$35,001,231,000"
"912796G60","Bill","13-Week","07/19/2021","07/22/2021","10/21/2021","99.987361","No","$60,369,000,000","$148,002,000,000","No","","07/22/2021","$54,000,000,000","Yes","No","$61,159,064,400"
"912796K81","Bill","26-Week","07/19/2021","07/22/2021","01/20/2022","99.974722","No","","$148,002,000,000","No","","07/22/2021","$51,000,000,000","No","No","$57,762,515,700"
"912796K24","Bill","4-Week","07/15/2021","07/20/2021","08/17/2021","99.996500","No","$77,699,000,000","$144,994,000,000","No","","07/20/2021","$40,000,000,000","Yes","No","$42,861,707,000"
"912796L31","Bill","8-Week","07/15/2021","07/20/2021","09/14/2021","99.992222","No","$35,001,000,000","$144,994,000,000","No","","07/20/2021","$35,000,000,000","Yes","No","$37,505,635,200"
"912796N62","Bill","119-Day","07/14/2021","07/20/2021","11/16/2021","99.983472","Yes","","","No","","07/20/2021","$30,000,000,000","No","No","$30,003,019,000"
"912796D55","Bill","42-Day","07/13/2021","07/15/2021","08/26/2021","99.994750","Yes","$118,960,000,000","","No","","07/15/2021","$35,000,000,000","Yes","No","$35,001,050,500"
"912796K57","Bill","52-Week","07/13/2021","07/15/2021","07/14/2022","99.924167","No","","$181,995,000,000","No","","07/15/2021","$34,000,000,000","No","No","$38,166,459,800"
"912810SX7","Bond","29-Year 10-Month","07/13/2021","07/15/2021","05/15/2051","108.392467","No","$67,530,000,000","$55,992,000,000","No","2.375%","07/15/2021","$24,000,000,000","Yes","No","$27,950,950,000"
"912796G52","Bill","13-Week","07/12/2021","07/15/2021","10/14/2021","99.987361","No","$59,917,000,000","$181,995,000,000","No","","07/15/2021","$54,000,000,000","Yes","No","$60,620,186,300"
"912796K73","Bill","26-Week","07/12/2021","07/15/2021","01/13/2022","99.974722","No","","$181,995,000,000","No","","07/15/2021","$51,000,000,000","No","No","$57,249,251,600"
"91282CCL3","Note","3-Year","07/12/2021","07/15/2021","07/15/2024","99.848134","No","","$55,992,000,000","No","0.375%","07/15/2021","$58,000,000,000","No","No","$67,548,183,300"
"91282CCB5","Note","9-Year 10-Month","07/12/2021","07/15/2021","05/15/2031","102.328230","No","$104,246,000,000","$55,992,000,000","No","1.625%","07/15/2021","$38,000,000,000","Yes","No","$44,255,708,800"
"912796J91","Bill","4-Week","07/08/2021","07/13/2021","08/10/2021","99.996111","No","$78,273,000,000","$140,003,000,000","No","","07/13/2021","$40,000,000,000","Yes","No","$43,259,042,100"
"912796L23","Bill","8-Week","07/08/2021","07/13/2021","09/07/2021","99.993000","No","$35,000,000,000","$140,003,000,000","No","","07/13/2021","$40,000,000,000","Yes","No","$43,256,581,900"
"912796N54","Bill","119-Day","07/07/2021","07/13/2021","11/09/2021","99.983472","Yes","","","No","","07/13/2021","$35,000,000,000","No","No","$35,000,534,500"
"912796D48","Bill","42-Day","07/06/2021","07/08/2021","08/19/2021","99.994750","Yes","$121,870,000,000","","No","","07/08/2021","$40,000,000,000","Yes","No","$40,002,141,000"
"9127964V8","Bill","13-Week","07/06/2021","07/08/2021","10/07/2021","99.987361","No","$100,309,000,000","$147,994,000,000","No","","07/08/2021","$57,000,000,000","Yes","No","$64,235,953,000"
"912796K65","Bill","26-Week","07/06/2021","07/08/2021","01/06/2022","99.974722","No","","$147,994,000,000","No","","07/08/2021","$54,000,000,000","No","No","$60,854,749,700"
"912796J83","Bill","4-Week","07/01/2021","07/06/2021","08/03/2021","99.996111","No","$78,137,000,000","$140,006,000,000","No","","07/06/2021","$40,000,000,000","Yes","No","$43,164,197,400"
"912796K40","Bill","8-Week","07/01/2021","07/06/2021","08/31/2021","99.993000","No","$35,001,000,000","$140,006,000,000","No","","07/06/2021","$40,000,000,000","Yes","No","$43,162,823,300"
"912796M63","Bill","119-Day","06/30/2021","07/06/2021","11/02/2021","99.983472","Yes","","","No","","07/06/2021","$35,000,000,000","No","No","$35,002,061,500"
"9127964B2","Bill","42-Day","06/29/2021","07/01/2021","08/12/2021","99.994167","Yes","$157,723,000,000","","No","","07/01/2021","$40,000,000,000","Yes","No","$40,001,927,800"
"912796F61","Bill","13-Week","06/28/2021","07/01/2021","09/30/2021","99.987361","No","$60,495,000,000","$148,005,000,000","No","","07/01/2021","$57,000,000,000","Yes","No","$64,936,522,900"
"912796A90","Bill","26-Week","06/28/2021","07/01/2021","12/30/2021","99.972194","No","$39,731,000,000","$148,005,000,000","No","","07/01/2021","$54,000,000,000","Yes","No","$61,517,700,300"
"91282CCH2","Note","7-Year","06/24/2021","06/30/2021","06/30/2028","99.906493","No","","$76,397,000,000","No","1.250%","06/30/2021","$62,000,000,000","No","No","$71,411,089,100"
"912796J34","Bill","4-Week","06/24/2021","06/29/2021","07/27/2021","99.996500","No","$78,202,000,000","$140,003,000,000","No","","06/29/2021","$40,000,000,000","Yes","No","$43,232,235,900"
"912796K32","Bill","8-Week","06/24/2021","06/29/2021","08/24/2021","99.992222","No","$35,000,000,000","$140,003,000,000","No","","06/29/2021","$40,000,000,000","Yes","No","$43,234,671,300"
"91282CCJ8","Note","5-Year","06/23/2021","06/30/2021","06/30/2026","99.858540","No","","$76,397,000,000","No","0.875%","06/30/2021","$61,000,000,000","No","No","$70,259,297,300"
"912796M55","Bill","119-Day","06/23/2021","06/29/2021","10/26/2021","99.983472","Yes","","","No","","06/29/2021","$35,000,000,000","No","No","$35,000,605,000"
"91282CBY6","Note","1-Year 10-Month","06/23/2021","06/25/2021","04/30/2023","100.007483","No","$59,347,000,000","$0","Yes","","06/25/2021","$26,000,000,000","Yes","No","$26,000,348,200"
"91282CCK5","Note","2-Year","06/22/2021","06/30/2021","06/30/2023","99.752770","No","","$76,397,000,000","No","0.125%","06/30/2021","$60,000,000,000","No","No","$69,107,625,300"
"912796C64","Bill","42-Day","06/22/2021","06/24/2021","08/05/2021","99.995333","Yes","$122,752,000,000","","No","","06/24/2021","$40,000,000,000","Yes","No","$40,000,763,000"
