"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"912795RD5","Bill","26-Week","03/22/2004","03/25/2004","09/23/2004","99.500","No","","","No","","03/25/2004","$16,000,000,000","No","No","$21,655,005,000"
"912795PU9","Bill","4-Week","03/16/2004","03/18/2004","04/15/2004","99.925","No","","","No","","03/18/2004","$21,000,000,000","Yes","No","$23,334,341,000"
"912795QD6","Bill","13-Week","03/15/2004","03/18/2004","06/17/2004","99.761","No","","","No","","03/18/2004","$18,000,000,000","Yes","No","$23,776,090,000"
"912795RC7","Bill","26-Week","03/15/2004","03/18/2004","09/16/2004","99.500","No","","","No","","03/18/2004","$16,000,000,000","No","No","$21,629,113,000"
"912828CA6","Note","9-Year 11-Month","03/11/2004","03/15/2004","02/15/2014","102.034","No","","","No","4.000%","","$11,000,000,000","Yes","No","$11,000,045,000"
"912828CC2","Note","5-Year","03/10/2004","03/15/2004","03/15/2009","99.675","No","","","No","2.625%","","$16,000,000,000","No","No","$16,000,053,000"
"912795PT2","Bill","4-Week","03/09/2004","03/11/2004","04/08/2004","99.925","No","","","No","","03/11/2004","$22,000,000,000","Yes","No","$24,293,915,000"
"912795QC8","Bill","13-Week","03/08/2004","03/11/2004","06/10/2004","99.765","No","","","No","","03/11/2004","$19,000,000,000","Yes","No","$24,885,867,000"
"912795RB9","Bill","26-Week","03/08/2004","03/11/2004","09/09/2004","99.507","No","","","No","","03/11/2004","$17,000,000,000","No","No","$22,848,117,000"
"912795PS4","Bill","4-Week","03/02/2004","03/04/2004","04/01/2004","99.925","No","","","No","","03/04/2004","$22,000,000,000","Yes","No","$24,118,629,000"
"912795QK0","Bill","12-Day","03/02/2004","03/03/2004","03/15/2004","99.967","Yes","","","No","","","$27,000,000,000","No","No","$27,000,210,000"
"912795QB0","Bill","13-Week","03/01/2004","03/04/2004","06/03/2004","99.762","No","","","No","","03/04/2004","$19,000,000,000","Yes","No","$25,398,555,000"
"912795RA1","Bill","26-Week","03/01/2004","03/04/2004","09/02/2004","99.500","No","","","No","","03/04/2004","$17,000,000,000","No","No","$23,017,759,000"
"912828CB4","Note","2-Year","02/25/2004","03/01/2004","02/28/2006","99.902","No","","","No","1.625%","02/29/2004","$26,000,000,000","No","No","$33,999,753,000"
"912795PR6","Bill","4-Week","02/24/2004","02/26/2004","03/25/2004","99.927","No","","","No","","02/26/2004","$19,000,000,000","Yes","No","$21,390,143,000"
"912795QA2","Bill","13-Week","02/23/2004","02/26/2004","05/27/2004","99.765","No","","","No","","02/26/2004","$19,000,000,000","Yes","No","$25,669,390,000"
"912795QZ7","Bill","26-Week","02/23/2004","02/26/2004","08/26/2004","99.497","No","","","No","","02/26/2004","$17,000,000,000","No","No","$23,111,165,000"
"912795PQ8","Bill","4-Week","02/18/2004","02/19/2004","03/18/2004","99.930","No","","","No","","02/19/2004","$19,000,000,000","Yes","No","$21,580,198,000"
"912795PZ8","Bill","13-Week","02/17/2004","02/19/2004","05/20/2004","99.769","No","","","No","","02/19/2004","$19,000,000,000","Yes","No","$25,636,769,000"
"912795QY0","Bill","26-Week","02/17/2004","02/19/2004","08/19/2004","99.507","No","","","No","","02/19/2004","$17,000,000,000","No","No","$23,185,431,000"
"912828CA6","Note","10-Year","02/12/2004","02/17/2004","02/15/2014","99.511","No","","","No","4.000%","02/15/2004","$16,000,000,000","No","No","$17,072,480,000"
"912828BZ2","Note","5-Year","02/11/2004","02/17/2004","02/15/2009","99.862","No","","","No","3.000%","02/15/2004","$16,000,000,000","No","No","$17,429,939,000"
"912828BY5","Note","3-Year","02/10/2004","02/17/2004","02/15/2007","99.770","No","","","No","2.250%","02/15/2004","$24,000,000,000","No","No","$25,665,868,000"
"912795PP0","Bill","4-Week","02/10/2004","02/12/2004","03/11/2004","99.930","No","","","No","","02/12/2004","$19,000,000,000","Yes","No","$21,557,432,000"
"912795PY1","Bill","13-Week","02/09/2004","02/12/2004","05/13/2004","99.767","No","","","No","","02/12/2004","$19,000,000,000","Yes","No","$25,746,133,000"
"912795QX2","Bill","26-Week","02/09/2004","02/12/2004","08/12/2004","99.500","No","","","No","","02/12/2004","$17,000,000,000","No","No","$22,994,989,000"
"912795PN5","Bill","4-Week","02/03/2004","02/05/2004","03/04/2004","99.930","No","","","No","","02/05/2004","$19,000,000,000","Yes","No","$21,758,711,000"
"912795PX3","Bill","13-Week","02/02/2004","02/05/2004","05/06/2004","99.767","No","","","No","","02/05/2004","$19,000,000,000","Yes","No","$25,714,584,000"
"912795QW4","Bill","26-Week","02/02/2004","02/05/2004","08/05/2004","99.494","No","","","No","","02/05/2004","$17,000,000,000","No","No","$23,050,696,000"
"912828BX7","Note","2-Year","01/29/2004","02/02/2004","01/31/2006","99.893","No","","","No","1.875%","01/31/2004","$26,000,000,000","No","No","$32,531,377,000"
"912795PM7","Bill","4-Week","01/27/2004","01/29/2004","02/26/2004","99.933","No","","","No","","01/29/2004","$14,000,000,000","Yes","No","$17,357,184,000"
"912795PW5","Bill","13-Week","01/26/2004","01/29/2004","04/29/2004","99.775","No","","","No","","01/29/2004","$18,000,000,000","Yes","No","$24,874,875,000"
"912795QV6","Bill","26-Week","01/26/2004","01/29/2004","07/29/2004","99.517","No","","","No","","01/29/2004","$16,000,000,000","No","No","$21,934,111,000"
"912795PL9","Bill","4-Week","01/21/2004","01/22/2004","02/19/2004","99.938","No","","","No","","01/22/2004","$9,000,000,000","Yes","No","$12,592,546,000"
"912795PV7","Bill","13-Week","01/20/2004","01/22/2004","04/22/2004","99.779","No","","","No","","01/22/2004","$18,000,000,000","Yes","No","$24,771,491,000"
"912795QU8","Bill","26-Week","01/20/2004","01/22/2004","07/22/2004","99.520","No","","","No","","01/22/2004","$16,000,000,000","No","No","$22,014,092,000"
"912795PK1","Bill","4-Week","01/13/2004","01/15/2004","02/12/2004","99.935","No","","","No","","01/15/2004","$8,000,000,000","Yes","No","$12,140,588,000"
"912795PU9","Bill","13-Week","01/12/2004","01/15/2004","04/15/2004","99.780","No","","","No","","01/15/2004","$17,000,000,000","Yes","No","$23,427,341,000"
"912795QT1","Bill","26-Week","01/12/2004","01/15/2004","07/15/2004","99.520","No","","","No","","01/15/2004","$16,000,000,000","No","No","$21,985,852,000"
"912828BW9","Note","10-Year","01/08/2004","01/15/2004","01/15/2014","99.829","No","","","No","2.000%","","$12,000,000,000","No","Yes","$12,000,001,000"
"912828BV1","Note","5-Year","01/07/2004","01/15/2004","01/15/2009","99.954","No","","","No","3.250%","","$16,000,000,000","No","No","$16,000,024,000"
"912795PJ4","Bill","4-Week","01/06/2004","01/08/2004","02/05/2004","99.934","No","","","No","","01/08/2004","$9,000,000,000","Yes","No","$12,757,370,000"
"912795PT2","Bill","13-Week","01/05/2004","01/08/2004","04/08/2004","99.767","No","","","No","","01/08/2004","$17,000,000,000","Yes","No","$22,976,650,000"
"912795QS3","Bill","26-Week","01/05/2004","01/08/2004","07/08/2004","99.484","No","","","No","","01/08/2004","$16,000,000,000","No","No","$21,783,519,000"
"912795PF2","Bill","13-Day","12/30/2003","01/02/2004","01/15/2004","99.967","Yes","","","No","","","$15,000,000,000","Yes","No","$15,000,080,000"
"912795PH8","Bill","4-Week","12/30/2003","01/02/2004","01/29/2004","99.934","No","","","No","","01/02/2004","$12,000,000,000","Yes","No","$16,089,225,000"
"912795PS4","Bill","13-Week","12/29/2003","01/02/2004","04/01/2004","99.779","No","","","No","","01/02/2004","$16,000,000,000","Yes","No","$21,913,821,000"
"912795QR5","Bill","26-Week","12/29/2003","01/02/2004","07/01/2004","99.500","No","","","No","","01/02/2004","$15,000,000,000","No","No","$20,660,061,000"
"912828BU3","Note","2-Year","12/23/2003","12/31/2003","12/31/2005","99.854","No","","","No","1.875%","12/31/2003","$26,000,000,000","No","No","$33,987,467,000"
"912795PG0","Bill","4-Week","12/23/2003","12/26/2003","01/22/2004","99.935","No","","","No","","12/26/2003","$12,000,000,000","Yes","No","$16,192,763,000"
"912795PR6","Bill","13-Week","12/22/2003","12/26/2003","03/25/2004","99.783","No","","","No","","12/26/2003","$15,000,000,000","Yes","No","$20,735,001,000"
"912795QE4","Bill","26-Week","12/22/2003","12/26/2003","06/24/2004","99.512","No","","","No","","12/26/2003","$14,000,000,000","No","No","$19,352,828,000"
"912795PF2","Bill","4-Week","12/16/2003","12/18/2003","01/15/2004","99.935","No","","","No","","12/18/2003","$9,000,000,000","Yes","No","$13,150,437,000"
"912795PQ8","Bill","13-Week","12/15/2003","12/18/2003","03/18/2004","99.776","No","","","No","","12/18/2003","$15,000,000,000","Yes","No","$20,563,140,000"
"912795QD6","Bill","26-Week","12/15/2003","12/18/2003","06/17/2004","99.505","No","","","No","","12/18/2003","$14,000,000,000","No","No","$19,286,520,000"
"912828BR0","Note","9-Year 11-Month","12/11/2003","12/15/2003","11/15/2013","99.076","No","","","No","4.250%","","$12,000,000,000","Yes","No","$12,000,001,000"
"912828BT6","Note","5-Year","12/10/2003","12/15/2003","12/15/2008","100.000","No","","","No","3.375%","","$16,000,000,000","No","No","$16,000,064,000"
"912795PE5","Bill","4-Week","12/09/2003","12/11/2003","01/08/2004","99.930","No","","","No","","12/11/2003","$15,000,000,000","Yes","No","$18,004,561,000"
"912795PP0","Bill","13-Week","12/08/2003","12/11/2003","03/11/2004","99.773","No","","","No","","12/11/2003","$16,000,000,000","Yes","No","$21,781,674,000"
"912795QC8","Bill","26-Week","12/08/2003","12/11/2003","06/10/2004","99.494","No","","","No","","12/11/2003","$16,000,000,000","No","No","$21,822,076,000"
"912795PD7","Bill","4-Week","12/02/2003","12/04/2003","01/02/2004","99.925","No","","","No","","12/04/2003","$20,000,000,000","Yes","No","$23,150,104,000"
"912795QJ3","Bill","12-Day","12/02/2003","12/03/2003","12/15/2003","99.968","Yes","","","No","","","$32,000,000,000","No","No","$32,000,500,000"
"912795PN5","Bill","13-Week","12/01/2003","12/04/2003","03/04/2004","99.766","No","","","No","","12/04/2003","$16,000,000,000","Yes","No","$21,825,962,000"
"912795QB0","Bill","26-Week","12/01/2003","12/04/2003","06/03/2004","99.479","No","","","No","","12/04/2003","$16,000,000,000","No","No","$21,856,248,000"
"912828BS8","Note","2-Year","11/26/2003","12/01/2003","11/30/2005","99.875","No","","","No","1.875%","11/30/2003","$26,000,000,000","No","No","$32,200,815,000"
"912795PC9","Bill","4-Week","11/25/2003","11/28/2003","12/26/2003","99.927","No","","","No","","11/28/2003","$23,000,000,000","Yes","No","$25,561,356,000"
"912795PM7","Bill","13-Week","11/24/2003","11/28/2003","02/26/2004","99.768","No","","","No","","11/28/2003","$16,000,000,000","Yes","No","$21,968,509,000"
"912795QA2","Bill","26-Week","11/24/2003","11/28/2003","05/27/2004","99.492","No","","","No","","11/28/2003","$16,000,000,000","No","No","$21,867,186,000"
"912795PB1","Bill","4-Week","11/18/2003","11/20/2003","12/18/2003","99.928","No","","","No","","11/20/2003","$19,000,000,000","Yes","No","$21,635,464,000"
"912795PL9","Bill","13-Week","11/17/2003","11/20/2003","02/19/2004","99.764","No","","","No","","11/20/2003","$16,000,000,000","Yes","No","$22,053,273,000"
"912795PZ8","Bill","26-Week","11/17/2003","11/20/2003","05/20/2004","99.489","No","","","No","","11/20/2003","$16,000,000,000","No","No","$21,893,360,000"
"912828BR0","Note","10-Year","11/13/2003","11/17/2003","11/15/2013","99.116","No","","","No","4.250%","11/15/2003","$17,000,000,000","No","No","$18,633,901,000"
"912828BQ2","Note","5-Year","11/12/2003","11/17/2003","11/15/2008","99.749","No","","","No","3.375%","11/15/2003","$16,000,000,000","No","No","$18,178,532,000"
"912795PA3","Bill","4-Week","11/12/2003","11/13/2003","12/11/2003","99.931","No","","","No","","11/13/2003","$14,000,000,000","Yes","No","$16,555,711,000"
"912828BP4","Note","3-Year","11/10/2003","11/17/2003","11/15/2006","100.000","No","","","No","2.625%","11/15/2003","$24,000,000,000","No","No","$26,537,998,000"
"912795PK1","Bill","13-Week","11/10/2003","11/13/2003","02/12/2004","99.764","No","","","No","","11/13/2003","$16,000,000,000","Yes","No","$21,510,086,000"
"912795PY1","Bill","26-Week","11/10/2003","11/13/2003","05/13/2004","99.474","No","","","No","","11/13/2003","$16,000,000,000","No","No","$21,598,322,000"
"912795NZ0","Bill","4-Week","11/04/2003","11/06/2003","12/04/2003","99.927","No","","","No","","11/06/2003","$17,000,000,000","Yes","No","$19,577,819,000"
"912795PJ4","Bill","13-Week","11/03/2003","11/06/2003","02/05/2004","99.762","No","","","No","","11/06/2003","$17,000,000,000","Yes","No","$22,766,210,000"
"912795PX3","Bill","26-Week","11/03/2003","11/06/2003","05/06/2004","99.482","No","","","No","","11/06/2003","$17,000,000,000","No","No","$22,887,188,000"
"912828BN9","Note","2-Year","10/29/2003","10/31/2003","10/31/2005","99.781","No","","","No","1.625%","10/31/2003","$26,000,000,000","No","No","$32,367,662,000"
"912795NY3","Bill","4-Week","10/28/2003","10/30/2003","11/28/2003","99.923","No","","","No","","10/30/2003","$21,000,000,000","Yes","No","$23,864,298,000"
"912795PH8","Bill","13-Week","10/27/2003","10/30/2003","01/29/2004","99.762","No","","","No","","10/30/2003","$17,000,000,000","Yes","No","$22,960,885,000"
"912795PW5","Bill","26-Week","10/27/2003","10/30/2003","04/29/2004","99.484","No","","","No","","10/30/2003","$17,000,000,000","No","No","$22,997,352,000"
"912795NX5","Bill","4-Week","10/21/2003","10/23/2003","11/20/2003","99.930","No","","","No","","10/23/2003","$17,000,000,000","Yes","No","$19,998,776,000"
"912795PG0","Bill","13-Week","10/20/2003","10/23/2003","01/22/2004","99.767","No","","","No","","10/23/2003","$17,000,000,000","Yes","No","$22,941,007,000"
"912795PV7","Bill","26-Week","10/20/2003","10/23/2003","04/22/2004","99.487","No","","","No","","10/23/2003","$17,000,000,000","No","No","$23,071,664,000"
"912795NW7","Bill","4-Week","10/15/2003","10/16/2003","11/13/2003","99.932","No","","","No","","10/16/2003","$15,000,000,000","Yes","No","$18,224,111,000"
"912795PF2","Bill","13-Week","10/14/2003","10/16/2003","01/15/2004","99.771","No","","","No","","10/16/2003","$17,000,000,000","Yes","No","$22,989,863,000"
"912795PU9","Bill","26-Week","10/14/2003","10/16/2003","04/15/2004","99.502","No","","","No","","10/16/2003","$17,000,000,000","No","No","$22,984,213,000"
"912828BD1","Note","9-Year 9-Month","10/09/2003","10/15/2003","07/15/2013","97.201","No","","","No","1.875%","","$9,000,000,000","Yes","Yes","$9,000,001,000"
"912828BM1","Note","5-Year","10/08/2003","10/15/2003","10/15/2008","99.936","No","","","No","3.125%","","$16,000,000,000","No","No","$16,000,058,000"
"912795NV9","Bill","4-Week","10/07/2003","10/09/2003","11/06/2003","99.934","No","","","No","","10/09/2003","$15,000,000,000","Yes","No","$18,403,157,000"
"912795PE5","Bill","13-Week","10/06/2003","10/09/2003","01/08/2004","99.767","No","","","No","","10/09/2003","$16,000,000,000","Yes","No","$22,101,915,000"
"912795PT2","Bill","26-Week","10/06/2003","10/09/2003","04/08/2004","99.497","No","","","No","","10/09/2003","$16,000,000,000","No","No","$21,730,637,000"
"912795QH7","Bill","12-Day","10/02/2003","10/03/2003","10/15/2003","99.969","Yes","","","No","","","$20,000,000,000","No","No","$20,001,115,000"
"912795NU1","Bill","4-Week","09/30/2003","10/02/2003","10/30/2003","99.934","No","","","No","","10/02/2003","$13,000,000,000","Yes","No","$16,472,206,000"
"912795PD7","Bill","13-Week","09/29/2003","10/02/2003","01/02/2004","99.761","No","","","No","","10/02/2003","$16,000,000,000","Yes","No","$22,015,407,000"
"912795PS4","Bill","26-Week","09/29/2003","10/02/2003","04/01/2004","99.492","No","","","No","","10/02/2003","$16,000,000,000","No","No","$21,815,881,000"
"912828BL3","Note","2-Year","09/24/2003","09/30/2003","09/30/2005","99.863","No","","","No","1.625%","09/30/2003","$25,000,000,000","No","No","$31,535,174,000"
"912795NT4","Bill","4-Week","09/23/2003","09/25/2003","10/23/2003","99.933","No","","","No","","09/25/2003","$12,000,000,000","Yes","No","$15,703,331,000"
"912795PC9","Bill","13-Week","09/22/2003","09/25/2003","12/26/2003","99.761","No","","","No","","09/25/2003","$15,000,000,000","Yes","No","$20,962,169,000"
"912795PR6","Bill","26-Week","09/22/2003","09/25/2003","03/25/2004","99.489","No","","","No","","09/25/2003","$15,000,000,000","No","No","$20,690,418,000"
"912795NS6","Bill","4-Week","09/16/2003","09/18/2003","10/16/2003","99.932","No","","","No","","09/18/2003","$9,000,000,000","Yes","No","$13,393,739,000"
"912795PB1","Bill","13-Week","09/15/2003","09/18/2003","12/18/2003","99.765","No","","","No","","09/18/2003","$14,000,000,000","Yes","No","$19,727,081,000"
"912795PQ8","Bill","26-Week","09/15/2003","09/18/2003","03/18/2004","99.497","No","","","No","","09/18/2003","$14,000,000,000","No","No","$19,351,186,000"
"912828BH2","Note","9-Year 11-Month","09/11/2003","09/15/2003","08/15/2013","99.275","No","","","No","4.250%","","$13,000,000,000","Yes","No","$13,000,127,000"
"912828BK5","Note","5-Year","09/10/2003","09/15/2003","09/15/2008","99.519","No","","","No","3.125%","","$16,000,000,000","No","No","$16,000,271,000"
"912795QG9","Bill","4-Day","09/10/2003","09/11/2003","09/15/2003","99.990","Yes","","","No","","","$10,000,000,000","Yes","No","$10,000,089,000"
"912795NR8","Bill","4-Week","09/09/2003","09/11/2003","10/09/2003","99.929","No","","","No","","09/11/2003","$11,000,000,000","Yes","No","$15,059,599,000"
"912795PA3","Bill","13-Week","09/08/2003","09/11/2003","12/11/2003","99.764","No","","","No","","09/11/2003","$15,000,000,000","Yes","No","$20,565,364,000"
"912795PP0","Bill","26-Week","09/08/2003","09/11/2003","03/11/2004","99.489","No","","","No","","09/11/2003","$15,000,000,000","No","No","$20,460,780,000"
"912795NQ0","Bill","4-Week","09/03/2003","09/04/2003","10/02/2003","99.926","No","","","No","","09/04/2003","$17,000,000,000","Yes","No","$20,451,727,000"
"912795NZ0","Bill","13-Week","09/02/2003","09/04/2003","12/04/2003","99.755","No","","","No","","09/04/2003","$16,000,000,000","Yes","No","$21,695,372,000"
"912795PN5","Bill","26-Week","09/02/2003","09/04/2003","03/04/2004","99.474","No","","","No","","09/04/2003","$16,000,000,000","No","No","$21,777,309,000"
"912795QG9","Bill","12-Day","09/02/2003","09/03/2003","09/15/2003","99.967","Yes","","","No","","","$23,000,000,000","No","No","$23,000,412,000"
"912828BJ8","Note","2-Year","08/27/2003","09/02/2003","08/31/2005","99.922","No","","","No","2.000%","08/31/2003","$25,000,000,000","No","No","$30,589,929,000"
"912795NP2","Bill","4-Week","08/26/2003","08/28/2003","09/25/2003","99.923","No","","","No","","08/28/2003","$26,000,000,000","Yes","No","$29,286,088,000"
"912795NY3","Bill","13-Week","08/25/2003","08/28/2003","11/28/2003","99.750","No","","","No","","08/28/2003","$16,000,000,000","Yes","No","$21,570,451,000"
"912795PM7","Bill","26-Week","08/25/2003","08/28/2003","02/26/2004","99.474","No","","","No","","08/28/2003","$16,000,000,000","No","No","$21,736,178,000"
"912795NN7","Bill","4-Week","08/19/2003","08/21/2003","09/18/2003","99.927","No","","","No","","08/21/2003","$18,000,000,000","Yes","No","$21,106,233,000"
"912795NX5","Bill","13-Week","08/18/2003","08/21/2003","11/20/2003","99.761","No","","","No","","08/21/2003","$16,000,000,000","Yes","No","$21,475,942,000"
"912795PL9","Bill","26-Week","08/18/2003","08/21/2003","02/19/2004","99.477","No","","","No","","08/21/2003","$16,000,000,000","No","No","$21,721,380,000"
"912795NM9","Bill","4-Week","08/12/2003","08/14/2003","09/11/2003","99.929","No","","","No","","08/14/2003","$15,000,000,000","Yes","No","$17,964,604,000"
"912795NW7","Bill","13-Week","08/11/2003","08/14/2003","11/13/2003","99.762","No","","","No","","08/14/2003","$16,000,000,000","Yes","No","$20,986,601,000"
"912795PK1","Bill","26-Week","08/11/2003","08/14/2003","02/12/2004","99.479","No","","","No","","08/14/2003","$16,000,000,000","No","No","$21,530,059,000"
"912828BH2","Note","10-Year","08/07/2003","08/15/2003","08/15/2013","99.036","No","","","No","4.250%","08/15/2003","$18,000,000,000","No","No","$20,515,216,000"
"912828BG4","Note","5-Year","08/06/2003","08/15/2003","08/15/2008","99.771","No","","","No","3.250%","08/15/2003","$18,000,000,000","No","No","$21,353,791,000"
"912828BF6","Note","3-Year","08/05/2003","08/15/2003","08/15/2006","99.865","No","","","No","2.375%","08/15/2003","$24,000,000,000","No","No","$27,907,020,000"
"912795NL1","Bill","4-Week","08/05/2003","08/07/2003","09/04/2003","99.929","No","","","No","","08/07/2003","$17,000,000,000","Yes","No","$19,832,098,000"
"912795NV9","Bill","13-Week","08/04/2003","08/07/2003","11/06/2003","99.761","No","","","No","","08/07/2003","$16,000,000,000","Yes","No","$20,953,912,000"
"912795PJ4","Bill","26-Week","08/04/2003","08/07/2003","02/05/2004","99.482","No","","","No","","08/07/2003","$17,000,000,000","No","No","$22,936,922,000"
"912795NK3","Bill","4-Week","07/29/2003","07/31/2003","08/28/2003","99.925","No","","","No","","07/31/2003","$20,000,000,000","Yes","No","$22,642,894,000"
"912795NU1","Bill","13-Week","07/28/2003","07/31/2003","10/30/2003","99.761","No","","","No","","07/31/2003","$16,000,000,000","Yes","No","$21,256,033,000"
"912795PH8","Bill","26-Week","07/28/2003","07/31/2003","01/29/2004","99.505","No","","","No","","07/31/2003","$17,000,000,000","No","No","$22,950,492,000"
"912828BE9","Note","2-Year","07/23/2003","07/31/2003","07/31/2005","99.980","No","","","No","1.500%","07/31/2003","$25,000,000,000","No","No","$29,996,323,000"
