"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"912796HB8","Bill","4-Week","01/12/2016","01/14/2016","02/11/2016","99.982889","No","$53,992,000,000","$133,999,000,000","No","","01/14/2016","$45,000,000,000","Yes","No","$45,000,005,400"
"912796HL6","Bill","13-Week","01/11/2016","01/14/2016","04/14/2016","99.945653","No","$19,999,000,000","$133,999,000,000","No","","01/14/2016","$28,000,000,000","Yes","No","$28,000,309,100"
"912796JB6","Bill","26-Week","01/11/2016","01/14/2016","07/14/2016","99.762389","No","","$133,999,000,000","No","","01/14/2016","$26,000,000,000","No","No","$26,000,399,400"
"912796FV6","Bill","4-Week","01/05/2016","01/07/2016","02/04/2016","99.984444","No","$76,998,000,000","$150,003,000,000","No","","01/07/2016","$45,000,000,000","Yes","No","$45,000,474,100"
"912796HV4","Bill","52-Week","01/05/2016","01/07/2016","01/05/2017","99.322556","No","","$150,003,000,000","No","","01/07/2016","$16,000,000,000","No","No","$16,000,162,400"
"912796HK8","Bill","13-Week","01/04/2016","01/07/2016","04/07/2016","99.945653","No","$21,000,000,000","$150,003,000,000","No","","01/07/2016","$28,000,000,000","Yes","No","$28,000,097,500"
"912796HZ5","Bill","26-Week","01/04/2016","01/07/2016","07/07/2016","99.747222","No","","$150,003,000,000","No","","01/07/2016","$26,000,000,000","No","No","$26,000,337,300"
"912828N30","Note","7-Year","12/30/2015","12/31/2015","12/31/2022","99.767297","No","","$68,752,000,000","No","2.125%","12/31/2015","$29,000,000,000","No","No","$29,000,008,300"
"912796GZ6","Bill","4-Week","12/29/2015","12/31/2015","01/28/2016","99.986778","No","$49,999,000,000","$87,000,000,000","No","","12/31/2015","$45,000,000,000","Yes","No","$45,000,112,200"
"912828N48","Note","5-Year","12/29/2015","12/31/2015","12/31/2020","99.833292","No","","$68,752,000,000","No","1.750%","12/31/2015","$35,000,000,000","No","No","$35,000,019,100"
"912796GD5","Bill","13-Week","12/28/2015","12/31/2015","03/31/2016","99.934278","No","$42,995,000,000","$87,000,000,000","No","","12/31/2015","$28,000,000,000","Yes","No","$28,000,341,500"
"912796HY8","Bill","26-Week","12/28/2015","12/31/2015","06/30/2016","99.721944","No","","$87,000,000,000","No","","12/31/2015","$26,000,000,000","No","No","$26,000,665,000"
"912828N55","Note","2-Year","12/28/2015","12/31/2015","12/31/2017","99.889463","No","","$68,752,000,000","No","1.000%","12/31/2015","$26,000,000,000","No","No","$26,000,086,200"
"912828M23","Note","1-Year 10-Month","12/23/2015","12/28/2015","10/31/2017","99.698968","No","$28,000,000,000","$0","Yes","","12/28/2015","$13,000,000,000","Yes","No","$13,000,418,300"
"912796GY9","Bill","4-Week","12/22/2015","12/24/2015","01/21/2016","99.984833","No","$49,998,000,000","$93,998,000,000","No","","12/24/2015","$45,000,000,000","Yes","No","$45,000,278,900"
"912796HH5","Bill","13-Week","12/21/2015","12/24/2015","03/24/2016","99.936806","No","$19,999,000,000","$93,998,000,000","No","","12/24/2015","$28,000,000,000","Yes","No","$28,000,012,400"
"912796GS2","Bill","26-Week","12/21/2015","12/24/2015","06/23/2016","99.739639","No","$24,998,000,000","$93,998,000,000","No","","12/24/2015","$26,000,000,000","Yes","No","$26,000,017,900"
"912828K33","Note","4-Year 4-Month","12/17/2015","12/31/2015","04/15/2020","100.068098","No","$34,065,000,000","$68,752,000,000","No","0.125%","12/31/2015","$16,000,000,000","Yes","Yes","$16,000,020,000"
"912796GX1","Bill","4-Week","12/15/2015","12/17/2015","01/14/2016","99.984056","No","$89,001,000,000","$99,001,000,000","No","","12/17/2015","$45,000,000,000","Yes","No","$45,000,349,300"
"912796HG7","Bill","13-Week","12/14/2015","12/17/2015","03/17/2016","99.929222","No","$20,000,000,000","$99,001,000,000","No","","12/17/2015","$28,000,000,000","Yes","No","$28,000,166,400"
"912796HX0","Bill","26-Week","12/14/2015","12/17/2015","06/16/2016","99.704250","No","","$99,001,000,000","No","","12/17/2015","$26,000,000,000","No","No","$26,000,184,400"
"912810RP5","Bond","29-Year 11-Month","12/10/2015","12/15/2015","11/15/2045","100.430635","No","$16,082,000,000","$32,000,000,000","No","3.000%","12/15/2015","$13,000,000,000","Yes","No","$13,000,002,800"
"912828M56","Note","9-Year 11-Month","12/09/2015","12/15/2015","11/15/2025","100.148778","No","$24,122,000,000","$32,000,000,000","No","2.250%","12/15/2015","$21,000,000,000","Yes","No","$21,000,010,800"
"912828N22","Note","3-Year","12/08/2015","12/15/2015","12/15/2018","99.985324","No","","$32,000,000,000","No","1.250%","12/15/2015","$24,000,000,000","No","No","$24,000,024,400"
"912796FP9","Bill","4-Week","12/08/2015","12/10/2015","01/07/2016","99.981722","No","$105,003,000,000","$122,997,000,000","No","","12/10/2015","$45,000,000,000","Yes","No","$45,000,163,400"
"912796HU6","Bill","52-Week","12/08/2015","12/10/2015","12/08/2016","99.251778","No","","$122,997,000,000","No","","12/10/2015","$14,000,000,000","No","No","$14,000,153,800"
"912796HF9","Bill","13-Week","12/07/2015","12/10/2015","03/10/2016","99.929222","No","$21,997,000,000","$122,997,000,000","No","","12/10/2015","$28,000,000,000","Yes","No","$28,000,164,500"
"912796HW2","Bill","26-Week","12/07/2015","12/10/2015","06/09/2016","99.729528","No","","$122,997,000,000","No","","12/10/2015","$26,000,000,000","No","No","$26,000,233,900"
"912796GV5","Bill","4-Week","12/01/2015","12/03/2015","12/31/2015","99.985222","No","$42,000,000,000","$97,999,000,000","No","","12/03/2015","$45,000,000,000","Yes","No","$45,000,248,800"
"912796FZ7","Bill","13-Week","11/30/2015","12/03/2015","03/03/2016","99.945653","No","$49,006,000,000","$97,999,000,000","No","","12/03/2015","$28,000,000,000","Yes","No","$28,000,368,500"
"912796HT9","Bill","26-Week","11/30/2015","12/03/2015","06/02/2016","99.790194","No","","$97,999,000,000","No","","12/03/2015","$26,000,000,000","No","No","$26,000,144,700"
"912828M80","Note","7-Year","11/25/2015","11/30/2015","11/30/2022","99.915516","No","","$68,379,000,000","No","2.000%","11/30/2015","$29,000,000,000","No","No","$29,000,024,100"
"912828M98","Note","5-Year","11/24/2015","11/30/2015","11/30/2020","99.784997","No","","$68,379,000,000","No","1.625%","11/30/2015","$35,000,000,000","No","No","$35,000,052,000"
"912796GU7","Bill","4-Week","11/24/2015","11/27/2015","12/24/2015","99.991000","No","$43,997,000,000","$53,000,000,000","No","","11/27/2015","$50,000,000,000","Yes","No","$50,000,961,700"
"912828M23","Note","1-Year 11-Month","11/24/2015","11/27/2015","10/31/2017","99.906491","No","$15,000,000,000","$0","Yes","","11/27/2015","$13,000,000,000","Yes","No","$13,000,000,500"
"912828M72","Note","2-Year","11/23/2015","11/30/2015","11/30/2017","99.855714","No","","$68,379,000,000","No","0.875%","11/30/2015","$26,000,000,000","No","No","$26,000,028,800"
"912796HD4","Bill","13-Week","11/23/2015","11/27/2015","02/25/2016","99.965000","No","$24,000,000,000","$53,000,000,000","No","","11/27/2015","$28,000,000,000","Yes","No","$28,000,479,900"
"912796GN3","Bill","26-Week","11/23/2015","11/27/2015","05/26/2016","99.824028","No","$25,001,000,000","$53,000,000,000","No","","11/27/2015","$26,000,000,000","Yes","No","$26,000,133,100"
"912828XL9","Note","9-Year 8-Month","11/19/2015","11/30/2015","07/15/2025","97.643334","No","$28,000,000,000","$68,379,000,000","No","0.375%","11/30/2015","$13,000,000,000","Yes","Yes","$13,000,001,800"
"912796GT0","Bill","4-Week","11/17/2015","11/19/2015","12/17/2015","99.994167","No","$44,001,000,000","$52,999,000,000","No","","11/19/2015","$55,000,000,000","Yes","No","$55,000,610,200"
"912796HC6","Bill","13-Week","11/16/2015","11/19/2015","02/18/2016","99.963347","No","$24,000,000,000","$52,999,000,000","No","","11/19/2015","$30,000,000,000","Yes","No","$30,000,602,300"
"912796HS1","Bill","26-Week","11/16/2015","11/19/2015","05/19/2016","99.833167","No","","$52,999,000,000","No","","11/19/2015","$28,000,000,000","No","No","$28,000,102,600"
"912810RP5","Bond","30-Year","11/12/2015","11/16/2015","11/15/2045","98.633963","No","","$60,480,000,000","No","3.000%","11/15/2015","$16,000,000,000","No","No","$16,081,524,200"
"912828M56","Note","10-Year","11/10/2015","11/16/2015","11/15/2025","99.520193","No","","$60,480,000,000","No","2.250%","11/15/2015","$24,000,000,000","No","No","$24,122,291,300"
"912796FN4","Bill","4-Week","11/10/2015","11/12/2015","12/10/2015","99.994167","No","$70,997,000,000","$78,000,000,000","No","","11/12/2015","$52,000,000,000","Yes","No","$52,000,969,900"
"912796HQ5","Bill","52-Week","11/10/2015","11/12/2015","11/10/2016","99.494444","No","","$78,000,000,000","No","","11/12/2015","$12,000,000,000","No","No","$12,000,095,000"
"912828M64","Note","3-Year","11/09/2015","11/16/2015","11/15/2018","99.938412","No","","$60,480,000,000","No","1.250%","11/15/2015","$24,000,000,000","No","No","$24,122,282,600"
"912796HB8","Bill","13-Week","11/09/2015","11/12/2015","02/11/2016","99.965875","No","$24,000,000,000","$78,000,000,000","No","","11/12/2015","$30,000,000,000","Yes","No","$30,000,010,900"
"912796HR3","Bill","26-Week","11/09/2015","11/12/2015","05/12/2016","99.828111","No","","$78,000,000,000","No","","11/12/2015","$28,000,000,000","No","No","$28,000,410,700"
"912828TW0","Note","2-Year","11/04/2015","11/05/2015","10/31/2017","99.854467","No","","$67,717,000,000","No","0.750%","10/31/2015","$26,000,000,000","Yes","No","$26,000,064,400"
"912796GR4","Bill","4-Week","11/03/2015","11/05/2015","12/03/2015","99.994556","No","$47,998,000,000","$56,005,000,000","No","","11/05/2015","$50,000,000,000","Yes","No","$50,000,821,900"
"912796FV6","Bill","13-Week","11/02/2015","11/05/2015","02/04/2016","99.972194","No","$48,998,000,000","$56,005,000,000","No","","11/05/2015","$28,000,000,000","Yes","No","$28,000,178,500"
"912796HN2","Bill","26-Week","11/02/2015","11/05/2015","05/05/2016","99.858444","No","","$56,005,000,000","No","","11/05/2015","$26,000,000,000","No","No","$26,000,461,000"
"912796GX1","Bill","72-Day","11/02/2015","11/03/2015","01/14/2016","99.984000","Yes","$44,001,000,000","","No","","11/03/2015","$45,000,000,000","Yes","No","$45,000,060,000"
"912828M49","Note","7-Year","10/29/2015","11/02/2015","10/31/2022","99.934662","No","","$67,717,000,000","No","1.875%","10/31/2015","$29,000,000,000","No","No","$29,000,018,200"
"912796FP9","Bill","69-Day","10/29/2015","10/30/2015","01/07/2016","99.986583","Yes","$70,003,000,000","","No","","10/30/2015","$35,000,000,000","Yes","No","$35,000,240,000"
"912828M23","Note","2-Year","10/28/2015","11/02/2015","10/31/2017","99.999999","No","","$67,717,000,000","Yes","","10/31/2015","$15,000,000,000","No","No","$15,000,016,400"
"912828L99","Note","5-Year","10/28/2015","11/02/2015","10/31/2020","99.807718","No","","$67,717,000,000","No","1.375%","10/31/2015","$35,000,000,000","No","No","$35,000,100,200"
"912796GQ6","Bill","4-Week","10/27/2015","10/29/2015","11/27/2015","99.999194","No","$47,999,000,000","$58,007,000,000","No","","10/29/2015","$5,000,000,000","Yes","No","$5,000,064,500"
"912796GZ6","Bill","13-Week","10/26/2015","10/29/2015","01/28/2016","99.994944","No","$24,000,000,000","$58,007,000,000","No","","10/29/2015","$26,000,000,000","Yes","No","$26,000,223,200"
"912796GH6","Bill","26-Week","10/26/2015","10/29/2015","04/28/2016","99.921639","No","$25,000,000,000","$58,007,000,000","No","","10/29/2015","$26,000,000,000","Yes","No","$26,000,216,500"
"912810RL4","Bond","29-Year 4-Month","10/22/2015","10/30/2015","02/15/2045","89.991203","No","$16,000,000,000","$0","No","0.750%","10/30/2015","$7,000,000,000","Yes","Yes","$7,000,000,200"
"912796GP8","Bill","4-Week","10/20/2015","10/22/2015","11/19/2015","99.990667","No","$48,000,000,000","$63,004,000,000","No","","10/22/2015","$5,000,000,000","Yes","No","$5,000,032,400"
"912796GY9","Bill","13-Week","10/19/2015","10/22/2015","01/21/2016","99.996208","No","$23,999,000,000","$63,004,000,000","No","","10/22/2015","$26,000,000,000","Yes","No","$26,000,105,100"
"912796HM4","Bill","26-Week","10/19/2015","10/22/2015","04/21/2016","99.944389","No","","$63,004,000,000","No","","10/22/2015","$26,000,000,000","No","No","$26,000,365,100"
"912796FG9","Bill","4-Week","10/14/2015","10/15/2015","11/12/2015","100.000000","No","$72,999,000,000","$93,002,000,000","No","","10/15/2015","$5,000,000,000","Yes","No","$5,000,025,900"
"912796HJ1","Bill","52-Week","10/14/2015","10/15/2015","10/13/2016","99.792722","No","","$93,002,000,000","No","","10/15/2015","$10,000,000,000","No","No","$10,000,150,400"
"912796GX1","Bill","13-Week","10/13/2015","10/15/2015","01/14/2016","100.000000","No","$24,000,000,000","$93,002,000,000","No","","10/15/2015","$20,000,000,000","Yes","No","$20,000,513,500"
"912796HL6","Bill","26-Week","10/13/2015","10/15/2015","04/14/2016","99.959556","No","","$93,002,000,000","No","","10/15/2015","$20,000,000,000","No","No","$20,001,010,800"
"912810RN0","Bond","29-Year 10-Month","10/08/2015","10/15/2015","08/15/2045","99.221618","No","$29,321,000,000","$32,000,000,000","No","2.875%","10/15/2015","$13,000,000,000","Yes","No","$13,000,005,300"
"912828K74","Note","9-Year 10-Month","10/07/2015","10/15/2015","08/15/2025","99.413043","No","$45,483,000,000","$32,000,000,000","No","2.000%","10/15/2015","$21,000,000,000","Yes","No","$21,000,001,700"
"912828L81","Note","3-Year","10/06/2015","10/15/2015","10/15/2018","99.940929","No","","$32,000,000,000","No","0.875%","10/15/2015","$24,000,000,000","No","No","$24,000,028,000"
"912796LH0","Bill","25-Day","10/06/2015","10/08/2015","11/02/2015","100.000000","Yes","","","No","","10/08/2015","$15,000,000,000","No","No","$15,006,961,100"
"912796GM5","Bill","4-Week","10/06/2015","10/08/2015","11/05/2015","100.000000","No","$48,000,000,000","$77,999,000,000","No","","10/08/2015","$8,000,000,000","Yes","No","$8,005,194,600"
"912796FP9","Bill","13-Week","10/05/2015","10/08/2015","01/07/2016","100.000000","No","$49,000,000,000","$77,999,000,000","No","","10/08/2015","$21,000,000,000","Yes","No","$21,002,827,500"
"912796HK8","Bill","26-Week","10/05/2015","10/08/2015","04/07/2016","99.967139","No","","$77,999,000,000","No","","10/08/2015","$21,000,000,000","No","No","$21,000,509,700"
"912796GL7","Bill","4-Week","09/29/2015","10/01/2015","10/29/2015","100.000000","No","$48,001,000,000","$108,011,000,000","No","","10/01/2015","$10,000,000,000","Yes","No","$10,006,262,800"
"912796GV5","Bill","13-Week","09/28/2015","10/01/2015","12/31/2015","99.996208","No","$24,000,000,000","$108,011,000,000","No","","10/01/2015","$18,000,000,000","Yes","No","$18,000,058,700"
"912796GD5","Bill","26-Week","09/28/2015","10/01/2015","03/31/2016","99.946917","No","$24,995,000,000","$108,011,000,000","No","","10/01/2015","$18,000,000,000","Yes","No","$18,000,300,300"
"912828L57","Note","7-Year","09/24/2015","09/30/2015","09/30/2022","99.587587","No","","$69,102,000,000","No","1.750%","09/30/2015","$29,000,000,000","No","No","$29,000,000,800"
"912828L65","Note","5-Year","09/23/2015","09/30/2015","09/30/2020","99.558026","No","","$69,102,000,000","No","1.375%","09/30/2015","$35,000,000,000","No","No","$35,000,000,900"
"912828XN5","Note","1-Year 10-Month","09/23/2015","09/25/2015","07/31/2017","99.919479","No","$28,000,000,000","$0","Yes","","09/25/2015","$13,000,000,000","Yes","No","$13,000,063,900"
"912828TS9","Note","2-Year","09/22/2015","09/30/2015","09/30/2017","99.853284","No","","$69,102,000,000","No","0.625%","09/30/2015","$26,000,000,000","Yes","No","$26,000,049,500"
"912796GK9","Bill","4-Week","09/22/2015","09/24/2015","10/22/2015","100.000000","No","$48,002,000,000","$87,996,000,000","No","","09/24/2015","$15,000,000,000","Yes","No","$15,001,707,300"
"912796GU7","Bill","13-Week","09/21/2015","09/24/2015","12/24/2015","99.998736","No","$24,000,000,000","$87,996,000,000","No","","09/24/2015","$20,000,000,000","Yes","No","$20,000,641,200"
"912796HH5","Bill","26-Week","09/21/2015","09/24/2015","03/24/2016","99.941861","No","","$87,996,000,000","No","","09/24/2015","$20,000,000,000","No","No","$20,000,285,800"
"912828XL9","Note","9-Year 10-Month","09/18/2015","09/30/2015","07/15/2025","98.486859","No","$15,000,000,000","$69,102,000,000","No","0.375%","09/30/2015","$13,000,000,000","Yes","Yes","$13,000,012,300"
"912796FB0","Bill","4-Week","09/15/2015","09/17/2015","10/15/2015","100.000000","No","$73,001,000,000","$114,997,000,000","No","","09/17/2015","$20,000,000,000","Yes","No","$20,001,073,900"
"912796HE2","Bill","52-Week","09/15/2015","09/17/2015","09/15/2016","99.555111","No","","$114,997,000,000","No","","09/17/2015","$20,000,000,000","No","No","$20,000,243,300"
"912796GT0","Bill","13-Week","09/14/2015","09/17/2015","12/17/2015","99.986097","No","$24,001,000,000","$114,997,000,000","No","","09/17/2015","$20,000,000,000","Yes","No","$20,000,146,300"
"912796HG7","Bill","26-Week","09/14/2015","09/17/2015","03/17/2016","99.868556","No","","$114,997,000,000","No","","09/17/2015","$20,000,000,000","No","No","$20,000,499,500"
"912810RN0","Bond","29-Year 11-Month","09/10/2015","09/15/2015","08/15/2045","97.927845","No","$16,322,000,000","$32,000,000,000","No","2.875%","09/15/2015","$13,000,000,000","Yes","No","$13,000,049,000"
"912828K74","Note","9-Year 11-Month","09/09/2015","09/15/2015","08/15/2025","97.918678","No","$24,482,000,000","$32,000,000,000","No","2.000%","09/15/2015","$21,000,000,000","Yes","No","$21,000,032,900"
"912796GG8","Bill","21-Day","09/09/2015","09/10/2015","10/01/2015","99.999125","Yes","$83,011,000,000","","No","","09/10/2015","$25,000,000,000","Yes","No","$25,000,520,000"
"912796GJ2","Bill","4-Week","09/09/2015","09/10/2015","10/08/2015","99.999611","No","$47,998,000,000","$89,999,000,000","No","","09/10/2015","$30,000,000,000","Yes","No","$30,000,235,600"
"912828L40","Note","3-Year","09/08/2015","09/15/2015","09/15/2018","99.835061","No","","$32,000,000,000","No","1.000%","09/15/2015","$24,000,000,000","No","No","$24,000,053,300"
"912796FN4","Bill","13-Week","09/08/2015","09/10/2015","12/10/2015","99.981042","No","$48,997,000,000","$89,999,000,000","No","","09/10/2015","$22,000,000,000","Yes","No","$22,000,140,000"
"912796HF9","Bill","26-Week","09/08/2015","09/10/2015","03/10/2016","99.860972","No","","$89,999,000,000","No","","09/10/2015","$22,000,000,000","No","No","$22,000,056,000"
"912796GG8","Bill","4-Week","09/01/2015","09/03/2015","10/01/2015","100.000000","No","$48,002,000,000","$89,994,000,000","No","","09/03/2015","$35,000,000,000","Yes","No","$35,003,024,600"
"912796GR4","Bill","13-Week","08/31/2015","09/03/2015","12/03/2015","99.975986","No","$24,001,000,000","$89,994,000,000","No","","09/03/2015","$24,000,000,000","Yes","No","$24,000,100,100"
"912796FZ7","Bill","26-Week","08/31/2015","09/03/2015","03/03/2016","99.863500","No","$25,000,000,000","$89,994,000,000","No","","09/03/2015","$24,000,000,000","Yes","No","$24,000,322,000"
"912796KW8","Bill","14-Day","08/31/2015","09/01/2015","09/15/2015","99.997083","Yes","","","No","","09/01/2015","$25,000,000,000","No","No","$25,000,250,000"
"912828L24","Note","7-Year","08/27/2015","08/31/2015","08/31/2022","99.641487","No","","$70,881,000,000","No","1.875%","08/31/2015","$29,000,000,000","No","No","$29,000,002,200"
"912828L32","Note","5-Year","08/26/2015","08/31/2015","08/31/2020","99.577196","No","","$70,881,000,000","No","1.375%","08/31/2015","$35,000,000,000","No","No","$35,000,013,600"
"912828XN5","Note","1-Year 11-Month","08/26/2015","08/28/2015","07/31/2017","99.982448","No","$15,000,000,000","$0","Yes","","08/28/2015","$13,000,000,000","Yes","No","$13,000,085,700"
"912828TM2","Note","2-Year","08/25/2015","08/31/2015","08/31/2017","99.924626","No","","$70,881,000,000","No","0.625%","08/31/2015","$26,000,000,000","Yes","No","$26,000,118,800"
"912796GF0","Bill","4-Week","08/25/2015","08/27/2015","09/24/2015","99.996500","No","$47,998,000,000","$89,997,000,000","No","","08/27/2015","$40,000,000,000","Yes","No","$40,000,432,100"
"912796GQ6","Bill","13-Week","08/24/2015","08/27/2015","11/27/2015","99.987222","No","$24,000,000,000","$89,997,000,000","No","","08/27/2015","$24,000,000,000","Yes","No","$24,000,295,100"
"912796HD4","Bill","26-Week","08/24/2015","08/27/2015","02/25/2016","99.898889","No","","$89,997,000,000","No","","08/27/2015","$24,000,000,000","No","No","$24,000,550,600"
"912828K33","Note","4-Year 8-Month","08/20/2015","08/31/2015","04/15/2020","101.050681","No","$18,065,000,000","$70,881,000,000","No","0.125%","08/31/2015","$16,000,000,000","Yes","Yes","$16,000,001,300"
"912796EX3","Bill","4-Week","08/18/2015","08/20/2015","09/17/2015","99.996889","No","$74,996,000,000","$115,001,000,000","No","","08/20/2015","$40,000,000,000","Yes","No","$40,000,422,100"
"912796HA0","Bill","52-Week","08/18/2015","08/20/2015","08/18/2016","99.585444","No","","$115,001,000,000","No","","08/20/2015","$22,000,000,000","No","No","$22,000,674,200"
"912796GP8","Bill","13-Week","08/17/2015","08/20/2015","11/19/2015","99.973458","No","$24,000,000,000","$115,001,000,000","No","","08/20/2015","$24,000,000,000","Yes","No","$24,000,162,300"
"912796HC6","Bill","26-Week","08/17/2015","08/20/2015","02/18/2016","99.876139","No","","$115,001,000,000","No","","08/20/2015","$24,000,000,000","No","No","$24,000,041,200"
"912810RN0","Bond","30-Year","08/13/2015","08/17/2015","08/15/2045","99.899805","No","","$67,207,000,000","No","2.875%","08/15/2015","$16,000,000,000","No","No","$16,321,647,800"
"912828K74","Note","10-Year","08/12/2015","08/17/2015","08/15/2025","98.968752","No","","$67,207,000,000","No","2.000%","08/15/2015","$24,000,000,000","No","No","$24,482,477,000"
"912828K82","Note","3-Year","08/11/2015","08/17/2015","08/15/2018","99.961723","No","","$67,207,000,000","No","1.000%","08/15/2015","$24,000,000,000","No","No","$24,482,463,700"
"912796GE3","Bill","4-Week","08/11/2015","08/13/2015","09/10/2015","99.996111","No","$49,999,000,000","$95,002,000,000","No","","08/13/2015","$40,000,000,000","Yes","No","$40,000,096,900"
"912796KV0","Bill","19-Day","08/11/2015","08/12/2015","08/31/2015","99.996042","Yes","","","No","","08/12/2015","$25,000,000,000","No","No","$25,000,030,000"
"912796FG9","Bill","13-Week","08/10/2015","08/13/2015","11/12/2015","99.968403","No","$49,000,000,000","$95,002,000,000","No","","08/13/2015","$24,000,000,000","Yes","No","$24,000,143,100"
"912796HB8","Bill","26-Week","08/10/2015","08/13/2015","02/11/2016","99.876139","No","","$95,002,000,000","No","","08/13/2015","$24,000,000,000","No","No","$24,000,205,200"
"912796GC7","Bill","4-Week","08/04/2015","08/06/2015","09/03/2015","99.996111","No","$49,999,000,000","$90,000,000,000","No","","08/06/2015","$40,000,000,000","Yes","No","$40,000,142,700"
"912796GM5","Bill","13-Week","08/03/2015","08/06/2015","11/05/2015","99.981042","No","$24,000,000,000","$90,000,000,000","No","","08/06/2015","$24,000,000,000","Yes","No","$24,000,452,100"
"912796FV6","Bill","26-Week","08/03/2015","08/06/2015","02/04/2016","99.916583","No","$24,999,000,000","$90,000,000,000","No","","08/06/2015","$24,000,000,000","Yes","No","$24,000,048,600"
"912828XQ8","Note","7-Year","07/30/2015","07/31/2015","07/31/2022","99.863565","No","","$73,213,000,000","No","2.000%","07/31/2015","$29,000,000,000","No","No","$29,000,008,600"
"912828XN5","Note","2-Year","07/29/2015","07/31/2015","07/31/2017","100.000000","No","","$73,213,000,000","Yes","","07/31/2015","$15,000,000,000","No","No","$15,000,124,900"
"912828XM7","Note","5-Year","07/29/2015","07/31/2015","07/31/2020","100.000000","No","","$73,213,000,000","No","1.625%","07/31/2015","$35,000,000,000","No","No","$35,000,016,700"
"912828XP0","Note","2-Year","07/28/2015","07/31/2015","07/31/2017","99.871114","No","","$73,213,000,000","No","0.625%","07/31/2015","$26,000,000,000","No","No","$26,000,064,100"
"912796GB9","Bill","4-Week","07/28/2015","07/30/2015","08/27/2015","99.996111","No","$49,997,000,000","$78,000,000,000","No","","07/30/2015","$40,000,000,000","Yes","No","$40,000,335,400"
"912796GL7","Bill","13-Week","07/27/2015","07/30/2015","10/29/2015","99.987361","No","$24,001,000,000","$78,000,000,000","No","","07/30/2015","$24,000,000,000","Yes","No","$24,000,409,900"
"912796GZ6","Bill","26-Week","07/27/2015","07/30/2015","01/28/2016","99.926694","No","","$78,000,000,000","No","","07/30/2015","$24,000,000,000","No","No","$24,000,274,600"
"912828XL9","Note","10-Year","07/23/2015","07/31/2015","07/15/2025","99.133176","No","","$73,213,000,000","No","0.375%","07/31/2015","$15,000,000,000","No","Yes","$15,000,006,900"
"912796ET2","Bill","4-Week","07/21/2015","07/23/2015","08/20/2015","99.997278","No","$75,001,000,000","$98,006,000,000","No","","07/23/2015","$40,000,000,000","Yes","No","$40,001,035,900"
"912796GW3","Bill","52-Week","07/21/2015","07/23/2015","07/21/2016","99.666333","No","","$98,006,000,000","No","","07/23/2015","$25,000,000,000","No","No","$25,000,315,700"
"912796GK9","Bill","13-Week","07/20/2015","07/23/2015","10/22/2015","99.992417","No","$24,000,000,000","$98,006,000,000","No","","07/23/2015","$24,000,000,000","Yes","No","$24,000,343,000"
"912796GY9","Bill","26-Week","07/20/2015","07/23/2015","01/21/2016","99.931750","No","","$98,006,000,000","No","","07/23/2015","$24,000,000,000","No","No","$24,000,144,000"
