"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Cash Management Bill (CMB)","Currently Outstanding","Estimated Amount of Publicly Held Maturing Securities by Type","Floating Rate","Interest Rate","Maturing Date","Offering Amount","Reopening","TIPS","Total Accepted"
"912827E81","Note","7-Year","04/08/1992","04/15/1992","04/15/1999","","No","","","No","7.000%","","$9,750,000,000","No","No","$10,151,610,000"
"912794ZC1","Bill","13-Week","04/06/1992","04/09/1992","07/09/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,467,970,000"
"912794ZN7","Bill","26-Week","04/06/1992","04/09/1992","10/08/1992","","No","","","No","","","$11,400,000,000","No","No","$12,315,540,000"
"912794B86","Bill","52-Week","04/02/1992","04/09/1992","04/08/1993","","No","","","No","","","$13,750,000,000","No","No","$14,232,125,000"
"912794YJ7","Bill","13-Day","04/01/1992","04/03/1992","04/16/1992","","Yes","","","No","","","$22,000,000,000","Yes","No","$22,014,700,000"
"912794YV0","Bill","13-Week","03/30/1992","04/02/1992","07/02/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,576,655,000"
"912794ZM9","Bill","26-Week","03/30/1992","04/02/1992","10/01/1992","","No","","","No","","","$11,400,000,000","No","No","$11,637,325,000"
"912827E73","Note","5-Year","03/25/1992","03/31/1992","03/31/1997","","No","","","No","6.875%","","$10,250,000,000","No","No","$11,239,579,000"
"912827E65","Note","2-Year","03/24/1992","03/31/1992","03/31/1994","","No","","","No","5.750%","","$14,750,000,000","No","No","$17,773,090,000"
"912794YU2","Bill","13-Week","03/23/1992","03/26/1992","06/25/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,454,190,000"
"912794YY4","Bill","26-Week","03/23/1992","03/26/1992","09/24/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,451,885,000"
"912794YT5","Bill","13-Week","03/16/1992","03/19/1992","06/18/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,542,820,000"
"912794ZL1","Bill","26-Week","03/16/1992","03/19/1992","09/17/1992","","No","","","No","","","$11,400,000,000","No","No","$11,602,455,000"
"912794YS7","Bill","13-Week","03/09/1992","03/12/1992","06/11/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,402,595,000"
"912794ZK3","Bill","26-Week","03/09/1992","03/12/1992","09/10/1992","","No","","","No","","","$11,400,000,000","No","No","$11,445,875,000"
"912794B37","Bill","52-Week","03/05/1992","03/12/1992","03/11/1993","","No","","","No","","","$13,750,000,000","No","No","$13,785,165,000"
"912794YR9","Bill","13-Week","03/02/1992","03/05/1992","06/04/1992","","No","","","No","","","$11,400,000,000","Yes","No","$11,676,830,000"
"912794ZJ6","Bill","26-Week","03/02/1992","03/05/1992","09/03/1992","","No","","","No","","","$11,400,000,000","No","No","$11,658,450,000"
"912794YL2","Bill","57-Day","02/27/1992","03/04/1992","04/30/1992","","Yes","","","No","","","$14,000,000,000","Yes","No","$14,080,600,000"
"912827E57","Note","5-Year","02/26/1992","03/02/1992","02/28/1997","","No","","","No","6.750%","","$9,750,000,000","No","No","$9,911,584,000"
"912827E40","Note","2-Year","02/25/1992","03/02/1992","02/28/1994","","No","","","No","5.375%","","$14,250,000,000","No","No","$15,906,235,000"
"912794YQ1","Bill","13-Week","02/24/1992","02/27/1992","05/28/1992","","No","","","No","","","$11,200,000,000","Yes","No","$11,254,905,000"
"912794YX6","Bill","26-Week","02/24/1992","02/27/1992","08/27/1992","","No","","","No","","","$11,200,000,000","Yes","No","$11,222,525,000"
"912794YP3","Bill","13-Week","02/18/1992","02/20/1992","05/21/1992","","No","","","No","","","$10,800,000,000","Yes","No","$11,033,945,000"
"912794ZH0","Bill","26-Week","02/18/1992","02/20/1992","08/20/1992","","No","","","No","","","$10,800,000,000","No","No","$11,175,660,000"
"912810EL8","Bond","29-Year 9-Month","02/13/1992","02/18/1992","11/15/2021","","No","","","No","8.000%","","$10,000,000,000","Yes","No","$10,155,145,000"
"912827D25","Note","9-Year 9-Month","02/12/1992","02/18/1992","11/15/2001","","No","","","No","7.500%","","$11,000,000,000","Yes","No","$11,450,907,000"
"912827E24","Note","3-Year","02/11/1992","02/18/1992","02/15/1995","","No","","","No","5.500%","","$15,000,000,000","No","No","$17,728,115,000"
"912794YN8","Bill","13-Week","02/10/1992","02/13/1992","05/14/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,735,935,000"
"912794ZG2","Bill","26-Week","02/10/1992","02/13/1992","08/13/1992","","No","","","No","","","$10,400,000,000","No","No","$11,082,845,000"
"912794A61","Bill","52-Week","02/06/1992","02/13/1992","02/11/1993","","No","","","No","","","$12,750,000,000","No","No","$12,861,175,000"
"912794YM0","Bill","13-Week","02/03/1992","02/06/1992","05/07/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,482,225,000"
"912794ZF4","Bill","26-Week","02/03/1992","02/06/1992","08/06/1992","","No","","","No","","","$10,400,000,000","No","No","$10,568,095,000"
"912794YL2","Bill","13-Week","01/27/1992","01/30/1992","04/30/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,252,300,000"
"912794YW8","Bill","26-Week","01/27/1992","01/30/1992","07/30/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,201,295,000"
"912827D90","Note","5-Year","01/23/1992","01/31/1992","01/31/1997","","No","","","No","6.250%","","$9,250,000,000","No","No","$9,440,880,000"
"912827D82","Note","2-Year","01/22/1992","01/31/1992","01/31/1994","","No","","","No","4.875%","","$13,750,000,000","No","No","$15,103,000,000"
"912794YK4","Bill","13-Week","01/21/1992","01/23/1992","04/23/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,254,310,000"
"912794ZE7","Bill","26-Week","01/21/1992","01/23/1992","07/23/1992","","No","","","No","","","$10,200,000,000","No","No","$10,318,325,000"
"912794YJ7","Bill","13-Week","01/13/1992","01/16/1992","04/16/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,225,100,000"
"912794ZD9","Bill","26-Week","01/13/1992","01/16/1992","07/16/1992","","No","","","No","","","$10,200,000,000","No","No","$10,276,345,000"
"912794ZZ0","Bill","52-Week","01/09/1992","01/16/1992","01/14/1993","","No","","","No","","","$12,500,000,000","No","No","$12,826,175,000"
"912827D74","Note","7-Year","01/08/1992","01/15/1992","01/15/1999","","No","","","No","6.375%","","$9,500,000,000","No","No","$10,545,705,000"
"912794YH1","Bill","13-Week","01/06/1992","01/09/1992","04/09/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,427,050,000"
"912794ZC1","Bill","26-Week","01/06/1992","01/09/1992","07/09/1992","","No","","","No","","","$10,200,000,000","No","No","$10,698,845,000"
"912794YG3","Bill","13-Week","12/30/1991","01/02/1992","04/02/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,231,765,000"
"912794YV0","Bill","26-Week","12/30/1991","01/02/1992","07/02/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,216,710,000"
"912794YF5","Bill","13-Week","12/23/1991","12/26/1991","03/26/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,204,210,000"
"912794YU2","Bill","26-Week","12/23/1991","12/26/1991","06/25/1992","","No","","","No","","","$10,200,000,000","No","No","$10,203,855,000"
"912827D66","Note","5-Year","12/19/1991","12/31/1991","12/31/1996","","No","","","No","6.125%","","$9,000,000,000","No","No","$9,614,556,000"
"912827D58","Note","2-Year","12/18/1991","12/31/1991","12/31/1993","","No","","","No","5.000%","","$13,500,000,000","No","No","$16,504,085,000"
"912794YE8","Bill","13-Week","12/16/1991","12/19/1991","03/19/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,268,885,000"
"912794YT5","Bill","26-Week","12/16/1991","12/19/1991","06/18/1992","","No","","","No","","","$10,200,000,000","No","No","$10,252,940,000"
"912794ZB3","Bill","52-Week","12/12/1991","12/19/1991","12/17/1992","","No","","","No","","","$12,250,000,000","No","No","$13,346,515,000"
"912794YD0","Bill","13-Week","12/09/1991","12/12/1991","03/12/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,368,390,000"
"912794YS7","Bill","26-Week","12/09/1991","12/12/1991","06/11/1992","","No","","","No","","","$10,200,000,000","No","No","$10,424,525,000"
"912794YC2","Bill","13-Week","12/02/1991","12/05/1991","03/05/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,391,500,000"
"912794YR9","Bill","26-Week","12/02/1991","12/05/1991","06/04/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,824,030,000"
"912827D41","Note","5-Year","11/26/1991","12/02/1991","11/30/1996","","No","","","No","6.500%","","$9,000,000,000","No","No","$9,859,034,000"
"912827D33","Note","2-Year","11/25/1991","12/02/1991","11/30/1993","","No","","","No","5.500%","","$13,500,000,000","No","No","$15,578,965,000"
"912794YB4","Bill","13-Week","11/25/1991","11/29/1991","02/27/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,211,715,000"
"912794YQ1","Bill","26-Week","11/25/1991","11/29/1991","05/28/1992","","No","","","No","","","$10,200,000,000","No","No","$10,240,830,000"
"912794YA6","Bill","13-Week","11/18/1991","11/21/1991","02/20/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,250,675,000"
"912794YP3","Bill","26-Week","11/18/1991","11/21/1991","05/21/1992","","No","","","No","","","$10,200,000,000","No","No","$10,252,230,000"
"912794ZA5","Bill","52-Week","11/14/1991","11/21/1991","11/19/1992","","No","","","No","","","$12,250,000,000","No","No","$12,263,925,000"
"912794XZ2","Bill","13-Week","11/12/1991","11/14/1991","02/13/1992","","No","","","No","","","$10,200,000,000","Yes","No","$10,330,770,000"
"912794YN8","Bill","26-Week","11/12/1991","11/14/1991","05/14/1992","","No","","","No","","","$10,200,000,000","No","No","$10,618,050,000"
"912810EL8","Bond","30-Year","11/07/1991","11/15/1991","11/15/2021","","No","","","No","8.000%","","$12,000,000,000","No","No","$12,158,774,000"
"912827D25","Note","10-Year","11/06/1991","11/15/1991","11/15/2001","","No","","","No","7.500%","","$12,000,000,000","No","No","$12,776,820,000"
"912827C91","Note","3-Year","11/05/1991","11/15/1991","11/15/1994","","No","","","No","6.000%","","$14,000,000,000","No","No","$16,785,075,000"
"912794XY5","Bill","13-Week","11/04/1991","11/07/1991","02/06/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,579,405,000"
"912794YM0","Bill","26-Week","11/04/1991","11/07/1991","05/07/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,889,260,000"
"912794XX7","Bill","13-Week","10/28/1991","10/31/1991","01/30/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,470,140,000"
"912794YL2","Bill","26-Week","10/28/1991","10/31/1991","04/30/1992","","No","","","No","","","$10,400,000,000","No","No","$10,534,690,000"
"912827C83","Note","5-Year","10/24/1991","10/31/1991","10/31/1996","","No","","","No","6.875%","","$9,000,000,000","No","No","$9,328,845,000"
"912827C75","Note","2-Year","10/23/1991","10/31/1991","10/31/1993","","No","","","No","6.000%","","$13,500,000,000","No","No","$15,668,395,000"
"912794XW9","Bill","13-Week","10/21/1991","10/24/1991","01/23/1992","","No","","","No","","","$10,600,000,000","Yes","No","$10,648,435,000"
"912794YK4","Bill","26-Week","10/21/1991","10/24/1991","04/23/1992","","No","","","No","","","$10,600,000,000","Yes","No","$10,648,895,000"
"912794YZ1","Bill","52-Week","10/17/1991","10/24/1991","10/22/1992","","No","","","No","","","$12,500,000,000","No","No","$13,061,230,000"
"912794XV1","Bill","13-Week","10/15/1991","10/17/1991","01/16/1992","","No","","","No","","","$10,800,000,000","Yes","No","$10,976,575,000"
"912794YJ7","Bill","26-Week","10/15/1991","10/17/1991","04/16/1992","","No","","","No","","","$10,800,000,000","No","No","$11,275,655,000"
"912827C67","Note","7-Year","10/09/1991","10/15/1991","10/15/1998","","No","","","No","7.125%","","$9,250,000,000","No","No","$10,249,865,000"
"912794XU3","Bill","13-Week","10/07/1991","10/10/1991","01/09/1992","","No","","","No","","","$10,800,000,000","Yes","No","$10,888,825,000"
"912794YH1","Bill","26-Week","10/07/1991","10/10/1991","04/09/1992","","No","","","No","","","$10,800,000,000","Yes","No","$11,139,315,000"
"912794XT6","Bill","13-Week","09/30/1991","10/03/1991","01/02/1992","","No","","","No","","","$10,800,000,000","Yes","No","$10,856,805,000"
"912794YG3","Bill","26-Week","09/30/1991","10/03/1991","04/02/1992","","No","","","No","","","$10,800,000,000","No","No","$11,163,545,000"
"912827C59","Note","5-Year","09/25/1991","09/30/1991","09/30/1996","","No","","","No","7.000%","","$9,250,000,000","No","No","$10,055,085,000"
"912827C42","Note","2-Year","09/24/1991","09/30/1991","09/30/1993","","No","","","No","6.125%","","$13,000,000,000","No","No","$15,323,450,000"
"912794XS8","Bill","13-Week","09/23/1991","09/26/1991","12/26/1991","","No","","","No","","","$10,600,000,000","Yes","No","$10,607,465,000"
"912794YF5","Bill","26-Week","09/23/1991","09/26/1991","03/26/1992","","No","","","No","","","$10,600,000,000","No","No","$10,711,115,000"
"912794YY4","Bill","52-Week","09/19/1991","09/26/1991","09/24/1992","","No","","","No","","","$12,500,000,000","No","No","$12,546,680,000"
"912794WX8","Bill","13-Week","09/16/1991","09/19/1991","12/19/1991","","No","","","No","","","$10,600,000,000","Yes","No","$10,604,080,000"
"912794YE8","Bill","26-Week","09/16/1991","09/19/1991","03/19/1992","","No","","","No","","","$10,600,000,000","No","No","$10,606,875,000"
"912794XR0","Bill","13-Week","09/09/1991","09/12/1991","12/12/1991","","No","","","No","","","$10,600,000,000","Yes","No","$10,689,505,000"
"912794YD0","Bill","26-Week","09/09/1991","09/12/1991","03/12/1992","","No","","","No","","","$10,600,000,000","Yes","No","$10,901,580,000"
"912794XQ2","Bill","13-Week","09/03/1991","09/05/1991","12/05/1991","","No","","","No","","","$10,600,000,000","Yes","No","$10,645,020,000"
"912794YC2","Bill","26-Week","09/03/1991","09/05/1991","03/05/1992","","No","","","No","","","$10,600,000,000","No","No","$10,821,265,000"
"912794XG4","Bill","16-Day","08/29/1991","09/03/1991","09/19/1991","","Yes","","","No","","","$5,000,000,000","Yes","No","$5,014,500,000"
"912827C34","Note","5-Year","08/28/1991","09/03/1991","08/31/1996","","No","","","No","7.250%","","$9,250,000,000","No","No","$9,785,214,000"
"912827C26","Note","2-Year","08/27/1991","09/03/1991","08/31/1993","","No","","","No","6.375%","","$12,500,000,000","No","No","$14,046,205,000"
"912794XP4","Bill","13-Week","08/26/1991","08/29/1991","11/29/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,408,435,000"
"912794YB4","Bill","26-Week","08/26/1991","08/29/1991","02/27/1992","","No","","","No","","","$10,400,000,000","No","No","$10,447,445,000"
"912794YX6","Bill","52-Week","08/22/1991","08/29/1991","08/27/1992","","No","","","No","","","$12,500,000,000","No","No","$12,583,715,000"
"912794WW0","Bill","13-Week","08/19/1991","08/22/1991","11/21/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,419,680,000"
"912794YA6","Bill","26-Week","08/19/1991","08/22/1991","02/20/1992","","No","","","No","","","$10,400,000,000","No","No","$10,403,415,000"
"912794XN9","Bill","13-Week","08/12/1991","08/15/1991","11/14/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,494,730,000"
"912794XZ2","Bill","26-Week","08/12/1991","08/15/1991","02/13/1992","","No","","","No","","","$10,400,000,000","Yes","No","$10,712,810,000"
"912810EK0","Bond","30-Year","08/08/1991","08/15/1991","08/15/2021","","No","","","No","8.125%","","$12,000,000,000","No","No","$12,157,529,000"
"912827B92","Note","10-Year","08/07/1991","08/15/1991","08/15/2001","","No","","","No","7.875%","","$12,000,000,000","No","No","$12,305,287,000"
"912827B84","Note","3-Year","08/06/1991","08/15/1991","08/15/1994","","No","","","No","6.875%","","$14,000,000,000","No","No","$17,069,860,000"
"912794XM1","Bill","13-Week","08/05/1991","08/08/1991","11/07/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,430,515,000"
"912794XY5","Bill","26-Week","08/05/1991","08/08/1991","02/06/1992","","No","","","No","","","$10,400,000,000","No","No","$10,424,720,000"
"912794XL3","Bill","13-Week","07/29/1991","08/01/1991","10/31/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,401,075,000"
"912794XX7","Bill","26-Week","07/29/1991","08/01/1991","01/30/1992","","No","","","No","","","$10,400,000,000","No","No","$10,447,350,000"
"912794YW8","Bill","52-Week","07/25/1991","08/01/1991","07/30/1992","","No","","","No","","","$12,500,000,000","No","No","$12,621,875,000"
"912827B76","Note","5-Year","07/24/1991","07/31/1991","07/31/1996","","No","","","No","7.875%","","$9,250,000,000","No","No","$9,780,506,000"
"912827B68","Note","2-Year","07/23/1991","07/31/1991","07/31/1993","","No","","","No","6.875%","","$12,500,000,000","No","No","$13,613,755,000"
"912794WV2","Bill","13-Week","07/22/1991","07/25/1991","10/24/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,478,040,000"
"912794XW9","Bill","26-Week","07/22/1991","07/25/1991","01/23/1992","","No","","","No","","","$10,400,000,000","No","No","$10,911,810,000"
"912794XK5","Bill","13-Week","07/15/1991","07/18/1991","10/17/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,457,775,000"
"912794XV1","Bill","26-Week","07/15/1991","07/18/1991","01/16/1992","","No","","","No","","","$10,400,000,000","Yes","No","$11,047,885,000"
"912827B50","Note","7-Year","07/10/1991","07/15/1991","07/15/1998","","No","","","No","8.250%","","$9,000,000,000","No","No","$9,654,580,000"
"912794XJ8","Bill","13-Week","07/08/1991","07/11/1991","10/10/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,507,080,000"
"912794XU3","Bill","26-Week","07/08/1991","07/11/1991","01/09/1992","","No","","","No","","","$10,400,000,000","No","No","$10,687,685,000"
"912794XH2","Bill","13-Week","07/01/1991","07/05/1991","10/03/1991","","No","","","No","","","$10,400,000,000","Yes","No","$10,498,945,000"
"912794XT6","Bill","26-Week","07/01/1991","07/05/1991","01/02/1992","","No","","","No","","","$10,400,000,000","No","No","$10,700,000,000"
"912794YV0","Bill","52-Week","06/27/1991","07/05/1991","07/02/1992","","No","","","No","","","$12,500,000,000","No","No","$12,660,750,000"
"912827B43","Note","5-Year","06/26/1991","07/01/1991","06/30/1996","","No","","","No","7.875%","","$9,250,000,000","No","No","$9,700,846,000"
"912827B35","Note","2-Year","06/25/1991","07/01/1991","06/30/1993","","No","","","No","7.000%","","$12,500,000,000","No","No","$15,270,945,000"
"912794WU4","Bill","13-Week","06/24/1991","06/27/1991","09/26/1991","","No","","","No","","","$10,200,000,000","Yes","No","$10,223,160,000"
"912794XS8","Bill","26-Week","06/24/1991","06/27/1991","12/26/1991","","No","","","No","","","$10,200,000,000","No","No","$10,436,620,000"
"912794XG4","Bill","13-Week","06/17/1991","06/20/1991","09/19/1991","","No","","","No","","","$10,000,000,000","Yes","No","$10,004,490,000"
"912794WX8","Bill","26-Week","06/17/1991","06/20/1991","12/19/1991","","No","","","No","","","$10,000,000,000","Yes","No","$10,019,530,000"
"912794XF6","Bill","13-Week","06/10/1991","06/13/1991","09/12/1991","","No","","","No","","","$10,000,000,000","Yes","No","$10,096,375,000"
"912794XR0","Bill","26-Week","06/10/1991","06/13/1991","12/12/1991","","No","","","No","","","$10,000,000,000","No","No","$10,248,625,000"
"912794XE9","Bill","13-Week","06/03/1991","06/06/1991","09/05/1991","","No","","","No","","","$10,000,000,000","Yes","No","$10,116,865,000"
"912794XQ2","Bill","26-Week","06/03/1991","06/06/1991","12/05/1991","","No","","","No","","","$10,000,000,000","No","No","$10,512,335,000"
"912794YR9","Bill","52-Week","05/30/1991","06/06/1991","06/04/1992","","No","","","No","","","$12,250,000,000","No","No","$12,270,570,000"
"912794WP5","Bill","17-Day","05/29/1991","06/03/1991","06/20/1991","","Yes","","","No","","","$7,000,000,000","Yes","No","$7,067,500,000"
"912794WT7","Bill","13-Week","05/28/1991","05/30/1991","08/29/1991","","No","","","No","","","$10,000,000,000","Yes","No","$10,007,520,000"
"912794XP4","Bill","26-Week","05/28/1991","05/30/1991","11/29/1991","","No","","","No","","","$10,000,000,000","No","No","$10,035,955,000"
"912827B27","Note","5-Year","05/23/1991","05/31/1991","05/31/1996","","No","","","No","7.625%","","$9,250,000,000","No","No","$9,583,834,000"
"912827A93","Note","2-Year","05/22/1991","05/31/1991","05/31/1993","","No","","","No","6.750%","","$12,250,000,000","No","No","$14,032,320,000"
"912794YK4","Bill","335-Day","05/21/1991","05/24/1991","04/23/1992","","Yes","","","No","","","$16,000,000,000","No","No","$16,014,060,000"
"912794XD1","Bill","13-Week","05/20/1991","05/23/1991","08/22/1991","","No","","","No","","","$9,600,000,000","Yes","No","$9,620,535,000"
"912794WW0","Bill","26-Week","05/20/1991","05/23/1991","11/21/1991","","No","","","No","","","$9,600,000,000","Yes","No","$9,656,620,000"
"912794XC3","Bill","13-Week","05/13/1991","05/16/1991","08/15/1991","","No","","","No","","","$9,200,000,000","Yes","No","$9,223,935,000"
"912794XN9","Bill","26-Week","05/13/1991","05/16/1991","11/14/1991","","No","","","No","","","$9,200,000,000","No","No","$9,232,520,000"
"912810EJ3","Bond","30-Year","05/09/1991","05/15/1991","05/15/2021","","No","","","No","8.125%","","$11,750,000,000","No","No","$11,953,410,000"
"912827A85","Note","10-Year","05/08/1991","05/15/1991","05/15/2001","","No","","","No","8.000%","","$11,750,000,000","No","No","$12,372,350,000"
"912827A77","Note","3-Year","05/07/1991","05/15/1991","05/15/1994","","No","","","No","7.000%","","$13,500,000,000","No","No","$18,074,645,000"
"912794XB5","Bill","13-Week","05/06/1991","05/09/1991","08/08/1991","","No","","","No","","","$8,600,000,000","Yes","No","$8,601,155,000"
"912794XM1","Bill","26-Week","05/06/1991","05/09/1991","11/07/1991","","No","","","No","","","$8,600,000,000","No","No","$8,602,870,000"
"912794YM0","Bill","52-Week","05/02/1991","05/09/1991","05/07/1992","","No","","","No","","","$11,750,000,000","No","No","$11,831,010,000"
"912794WS9","Bill","13-Week","04/29/1991","05/02/1991","08/01/1991","","No","","","No","","","$8,000,000,000","Yes","No","$8,008,200,000"
"912794XL3","Bill","26-Week","04/29/1991","05/02/1991","10/31/1991","","No","","","No","","","$8,000,000,000","No","No","$8,007,620,000"
"912827A69","Note","5-Year","04/25/1991","04/30/1991","04/30/1996","","No","","","No","7.625%","","$9,000,000,000","No","No","$9,472,085,000"
"912827A51","Note","2-Year","04/24/1991","04/30/1991","04/30/1993","","No","","","No","7.000%","","$12,000,000,000","No","No","$13,511,025,000"
"912794XA7","Bill","13-Week","04/22/1991","04/25/1991","07/25/1991","","No","","","No","","","$7,600,000,000","Yes","No","$7,614,680,000"
"912794WV2","Bill","26-Week","04/22/1991","04/25/1991","10/24/1991","","No","","","No","","","$7,600,000,000","Yes","No","$7,618,650,000"
"912794WZ3","Bill","13-Week","04/15/1991","04/18/1991","07/18/1991","","No","","","No","","","$7,200,000,000","Yes","No","$7,213,190,000"
"912794XK5","Bill","26-Week","04/15/1991","04/18/1991","10/17/1991","","No","","","No","","","$7,200,000,000","No","No","$7,201,905,000"
